uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
f39e1de9-1aec-4db9-9387-8bfe5a7c5eab,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973",Zande Kings and Princes,1962,98,Essay,Azande,Africa,Central Africa,horticulturalists,,"113,114,643,681,682,684,696",https://ehrafworldcultures.yale.edu/sres/f39e1de9-1aec-4db9-9387-8bfe5a7c5eab
52e59d18-c84f-41c5-9ab1-0e5e5ff0a596,"Gillies, Eva",Culture summary: Azande,1999,7,Manuscript,Azande,Africa,Central Africa,horticulturalists,,"626,681,684,692,754",https://ehrafworldcultures.yale.edu/sres/52e59d18-c84f-41c5-9ab1-0e5e5ff0a596
6a6419f0-6fb4-4099-924d-5de5430de2a5,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,89,Monograph,Azande,Africa,Central Africa,horticulturalists,,"626,675,686,787",https://ehrafworldcultures.yale.edu/sres/6a6419f0-6fb4-4099-924d-5de5430de2a5
5928b686-ab5a-4f28-bb93-7c7a005ada91,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,466,Monograph,Azande,Africa,Central Africa,horticulturalists,,"577,626,685,789",https://ehrafworldcultures.yale.edu/sres/5928b686-ab5a-4f28-bb93-7c7a005ada91
86cf9491-79d6-4fd3-8f3d-060a08b3d112,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,467,Monograph,Azande,Africa,Central Africa,horticulturalists,,"577,626,685,789",https://ehrafworldcultures.yale.edu/sres/86cf9491-79d6-4fd3-8f3d-060a08b3d112
228fa600-19d8-4286-8ba6-60fdb23f9d82,"Schlippe, Pierre de, 1904-","Shifting cultivation in Africa: the Zande system of
         agriculture",1956,185,Monograph,Azande,Africa,Central Africa,horticulturalists,,"626,685,787",https://ehrafworldcultures.yale.edu/sres/228fa600-19d8-4286-8ba6-60fdb23f9d82
19ec30e2-174f-44c4-8d96-8d0af0b4c8cc,"Schlippe, Pierre de, 1904-","Shifting cultivation in Africa: the Zande system of
         agriculture",1956,186,Monograph,Azande,Africa,Central Africa,horticulturalists,,"626,685,787",https://ehrafworldcultures.yale.edu/sres/19ec30e2-174f-44c4-8d96-8d0af0b4c8cc
d24b47d5-891c-4672-a071-36bed98dcbfb,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,26,Monograph,Azande,Africa,Central Africa,horticulturalists,,"627,683,754,761",https://ehrafworldcultures.yale.edu/sres/d24b47d5-891c-4672-a071-36bed98dcbfb
ec1e1c86-e98c-4c25-825e-dfb4d5204e2e,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,26,Monograph,Azande,Africa,Central Africa,horticulturalists,,"627,683,754",https://ehrafworldcultures.yale.edu/sres/ec1e1c86-e98c-4c25-825e-dfb4d5204e2e
b15589a3-c6d8-49a5-8802-f8a35b4af702,"Evans-Pritchard, E. E. (Edward Evan),
         1902-1973","Witchcraft, oracles and magic among the Azande",1937,27,Monograph,Azande,Africa,Central Africa,horticulturalists,,"627,683,754",https://ehrafworldcultures.yale.edu/sres/b15589a3-c6d8-49a5-8802-f8a35b4af702
