uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
83f188cb-f807-4fcf-8996-b7cc4baf80e8,"Hunt, Muriel Eva Verbitsky, 1934-","The dynamics of the domestic group in two Tzeltal villages: a
         contrastive comparison",1962,179,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"428,476,613,626,627,736,837",https://ehrafworldcultures.yale.edu/sres/83f188cb-f807-4fcf-8996-b7cc4baf80e8
39c19d92-7784-41ca-a55d-bab593a59a44,"Nash, June C., 1927-","In the eyes of the ancestors: belief and behavior in a Mayan
         community",1970,288,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"273,431,578,584,621,626,627,692,756,782",https://ehrafworldcultures.yale.edu/sres/39c19d92-7784-41ca-a55d-bab593a59a44
4e69253c-8339-4e5a-b0ec-72eb20c002a1,"Nash, June C., 1927-","In the eyes of the ancestors: belief and behavior in a Mayan
         community",1970,278,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"154,428,578,593,607,626,682,683,888",https://ehrafworldcultures.yale.edu/sres/4e69253c-8339-4e5a-b0ec-72eb20c002a1
74d66777-6a48-4aeb-886b-83f3e0324a35,"Nash, June C., 1927-","In the eyes of the ancestors: belief and behavior in a Mayan
         community",1970,281,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"577,593,607,626,683",https://ehrafworldcultures.yale.edu/sres/74d66777-6a48-4aeb-886b-83f3e0324a35
6b235b56-eff1-4739-bf70-a5fb4c8e5c25,"Nash, June C., 1927-","In the eyes of the ancestors: belief and behavior in a Mayan
         community",1970,289,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"626,682,754",https://ehrafworldcultures.yale.edu/sres/6b235b56-eff1-4739-bf70-a5fb4c8e5c25
da0338a4-391b-4c6e-a78a-7935ec1160a9,"Nash, June C., 1927-","In the eyes of the ancestors: belief and behavior in a Mayan
         community",1970,323,Monograph,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"182,561,578,591,602,608,621,626,681,762",https://ehrafworldcultures.yale.edu/sres/da0338a4-391b-4c6e-a78a-7935ec1160a9
dbd1a22e-7830-4926-bd7b-128d6adf53d7,"Nash, June C., 1927-","Death as a way of life: the increasing resort to homicide in a
         Maya Indian community",1967,[p.456-a],Journal Article,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"124,182,521,626,674,682,764",https://ehrafworldcultures.yale.edu/sres/dbd1a22e-7830-4926-bd7b-128d6adf53d7
d5308a0e-8d3f-400a-a83d-4abf239e976b,"Nash, June C., 1927-","Death as a way of life: the increasing resort to homicide in a
         Maya Indian community",1967,[p.463-b],Journal Article,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"593,626,682,683",https://ehrafworldcultures.yale.edu/sres/d5308a0e-8d3f-400a-a83d-4abf239e976b
63933aa1-4d93-4948-8ef7-aaf228166e17,"Nash, June C., 1927-","Death as a way of life: the increasing resort to homicide in a
         Maya Indian community",1967,[p.464-b],Journal Article,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"578,626,682",https://ehrafworldcultures.yale.edu/sres/63933aa1-4d93-4948-8ef7-aaf228166e17
67ac34d8-9b42-4229-be7b-726e78131775,"Nash, June C., 1927-","Death as a way of life: the increasing resort to homicide in a
         Maya Indian community",1967,[p.464-b],Journal Article,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"121,128,178,626,682",https://ehrafworldcultures.yale.edu/sres/67ac34d8-9b42-4229-be7b-726e78131775
90761c2c-2c3a-4a52-93f0-bf21ed89c9b0,"Nash, June C., 1927-","Death as a way of life: the increasing resort to homicide in a
         Maya Indian community",1967,[p.465-b],Journal Article,Tzeltal,Middle America and the Caribbean,Maya Area,horticulturalists,,"578,626,682",https://ehrafworldcultures.yale.edu/sres/90761c2c-2c3a-4a52-93f0-bf21ed89c9b0
