uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
50aef8ff-17be-4a9f-8ecd-71dfc7d4e453,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,185,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"576,624,626,696",https://ehrafworldcultures.yale.edu/sres/50aef8ff-17be-4a9f-8ecd-71dfc7d4e453
9f7c3938-d319-4cd2-a31c-92b78cb4a6c5,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,186,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"624,626,696",https://ehrafworldcultures.yale.edu/sres/9f7c3938-d319-4cd2-a31c-92b78cb4a6c5
39fa621f-dbba-4aa4-b52a-c6b717fe8416,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,186,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"208,626,696",https://ehrafworldcultures.yale.edu/sres/39fa621f-dbba-4aa4-b52a-c6b717fe8416
0580d269-3b53-4eff-adf3-71502e4f1cb4,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,186,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"208,626,696",https://ehrafworldcultures.yale.edu/sres/0580d269-3b53-4eff-adf3-71502e4f1cb4
0088cdae-5710-41ef-89ab-da6f408470d2,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,179,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"683,689,696",https://ehrafworldcultures.yale.edu/sres/0088cdae-5710-41ef-89ab-da6f408470d2
30dfa003-1ecc-417d-9562-9e3a12518e3f,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,180,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"683,689,696",https://ehrafworldcultures.yale.edu/sres/30dfa003-1ecc-417d-9562-9e3a12518e3f
c866ef2b-a4c2-4d19-a367-69f059fef0d8,"Firth, Raymond, 1901-2002",Tikopia ritual and belief,1967,24,"Component part(s), monograph",Tikopia,Oceania,Polynesia,other subsistence combinations,,"431,554,622,687,696",https://ehrafworldcultures.yale.edu/sres/c866ef2b-a4c2-4d19-a367-69f059fef0d8
8596fca6-1beb-4898-85d5-8ad9f299f021,"Firth, Raymond, 1901-2002",Tikopia ritual and belief,1967,138,"Component part(s), monograph",Tikopia,Oceania,Polynesia,other subsistence combinations,,"687,696,762",https://ehrafworldcultures.yale.edu/sres/8596fca6-1beb-4898-85d5-8ad9f299f021
e0f1e6be-74d8-48d6-b749-ca2124e9a736,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,176,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"533,626,685",https://ehrafworldcultures.yale.edu/sres/e0f1e6be-74d8-48d6-b749-ca2124e9a736
d76bd760-200e-4842-8686-a12435d792bb,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,183,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"152,626,688",https://ehrafworldcultures.yale.edu/sres/d76bd760-200e-4842-8686-a12435d792bb
e9d16a00-f0f1-4093-97df-bf1478a8ec07,"Firth, Raymond, 1901-2002",Social change in Tikopia,1959,306,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,624,626,680",https://ehrafworldcultures.yale.edu/sres/e9d16a00-f0f1-4093-97df-bf1478a8ec07
a239c6ac-05a4-4fbf-94a5-a4450b5538e5,"Firth, Raymond, 1901-2002",Social change in Tikopia,1959,306,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,624,626,680",https://ehrafworldcultures.yale.edu/sres/a239c6ac-05a4-4fbf-94a5-a4450b5538e5
86242624-a631-477a-84db-dd24cb2db3d9,"Firth, Raymond, 1901-2002","Rank and religion in Tikopia: a study in paganism and
         conversion to Christianity",1970,370,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,178,577,626,680,771,784",https://ehrafworldcultures.yale.edu/sres/86242624-a631-477a-84db-dd24cb2db3d9
e861a557-e68e-4131-ac97-de4192e81bed,"Firth, Raymond, 1901-2002","Rank and religion in Tikopia: a study in paganism and
         conversion to Christianity",1970,370,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,178,577,626,680,771,847",https://ehrafworldcultures.yale.edu/sres/e861a557-e68e-4131-ac97-de4192e81bed
79eeb96f-ece2-4fae-b859-f2ba8bfae8bc,"Firth, Raymond, 1901-2002","Rank and religion in Tikopia: a study in paganism and
         conversion to Christianity",1970,371,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,178,535,577,595,626,680,771,836",https://ehrafworldcultures.yale.edu/sres/79eeb96f-ece2-4fae-b859-f2ba8bfae8bc
ded297a6-0188-43c5-8634-cfebf0657587,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,176,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"183,593,626,683,762",https://ehrafworldcultures.yale.edu/sres/ded297a6-0188-43c5-8634-cfebf0657587
052a407f-8eaf-4d70-be0f-cad9fe9dfaac,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,177,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"183,593,626,683,762",https://ehrafworldcultures.yale.edu/sres/052a407f-8eaf-4d70-be0f-cad9fe9dfaac
a292ef3c-8b44-460e-99bf-58a10f179680,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,177,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"183,593,626,683,762",https://ehrafworldcultures.yale.edu/sres/a292ef3c-8b44-460e-99bf-58a10f179680
abcb2cd6-080c-4fa1-b1c6-d44494da2356,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,177,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"593,626,683,753",https://ehrafworldcultures.yale.edu/sres/abcb2cd6-080c-4fa1-b1c6-d44494da2356
07ed0f03-19b7-4174-ab50-0e58849afbbc,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,178,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"593,626,683,753",https://ehrafworldcultures.yale.edu/sres/07ed0f03-19b7-4174-ab50-0e58849afbbc
b0fac397-9321-449a-838f-fe726e2bc164,"Firth, Raymond, 1901-2002","We, the Tikopia: a sociological study of kinship in primitive
         Polynesia",1936,333,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"582,626,684,761,826,828",https://ehrafworldcultures.yale.edu/sres/b0fac397-9321-449a-838f-fe726e2bc164
c510d7cd-4591-43ee-beba-cf23deb28264,"Firth, Raymond, 1901-2002","Marriage and the classificatory system of
         relationships",1930,250,Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"588,626,684",https://ehrafworldcultures.yale.edu/sres/c510d7cd-4591-43ee-beba-cf23deb28264
9a809702-e446-4552-b24c-7633839d7f34,"Firth, Raymond, 1901-2002",Primitive Polynesian economy,1939,269,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"152,535,626,685",https://ehrafworldcultures.yale.edu/sres/9a809702-e446-4552-b24c-7633839d7f34
b2b9467d-5ebf-4a39-ad5f-f9637247d0c7,"Firth, Raymond, 1901-2002",Primitive Polynesian economy,1939,269,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"535,626,685",https://ehrafworldcultures.yale.edu/sres/b2b9467d-5ebf-4a39-ad5f-f9637247d0c7
71c41bc6-5450-4caf-918d-927cbac93f90,"Firth, Raymond, 1901-2002",Primitive Polynesian economy,1939,269,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"535,626,685",https://ehrafworldcultures.yale.edu/sres/71c41bc6-5450-4caf-918d-927cbac93f90
d07903a5-4956-40ae-b39a-fe39ecf87a82,"Firth, Raymond, 1901-2002",Rumor in a primitive society,1956,[p.130(a)],Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"203,521,626,643,661,681,746,756",https://ehrafworldcultures.yale.edu/sres/d07903a5-4956-40ae-b39a-fe39ecf87a82
8a32cd4c-1156-47b7-9181-9f10ec1340ad,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,183,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"627,688",https://ehrafworldcultures.yale.edu/sres/8a32cd4c-1156-47b7-9181-9f10ec1340ad
dd25d461-acdc-4955-9b8b-4ee4073b2213,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,183,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"627,688",https://ehrafworldcultures.yale.edu/sres/dd25d461-acdc-4955-9b8b-4ee4073b2213
072f0da7-0e50-4107-8840-e1f97a225c28,"Spillius, James","Natural disaster and political crisis in a Polynesian society:
         an exploration of operational research",1957,6,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"627,681,685",https://ehrafworldcultures.yale.edu/sres/072f0da7-0e50-4107-8840-e1f97a225c28
1f996e60-1611-4642-9e2c-2ac49dfe1468,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,180,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"624,696",https://ehrafworldcultures.yale.edu/sres/1f996e60-1611-4642-9e2c-2ac49dfe1468
054a713b-6b5b-4d2e-874d-5bab5fd90617,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,184,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"624,696",https://ehrafworldcultures.yale.edu/sres/054a713b-6b5b-4d2e-874d-5bab5fd90617
4a4942cf-3175-42c1-a168-cee77a4806c6,"Firth, Raymond, 1901-2002",Bond-friendship in Tikopia,1936,263,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"572,626",https://ehrafworldcultures.yale.edu/sres/4a4942cf-3175-42c1-a168-cee77a4806c6
9c9bcb23-1f86-46a5-8df9-cce3afc3c183,"Firth, Raymond, 1901-2002","Ceremonies for children and social frequency in
         Tikopia",1956,18,Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"626,826,834,843,844",https://ehrafworldcultures.yale.edu/sres/9c9bcb23-1f86-46a5-8df9-cce3afc3c183
99bfe02d-d701-49be-9434-f8ee81e45a94,"Firth, Raymond, 1901-2002","Ceremonies for children and social frequency in
         Tikopia",1956,30,Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"626,852",https://ehrafworldcultures.yale.edu/sres/99bfe02d-d701-49be-9434-f8ee81e45a94
40f3caf8-7a7f-40c5-9550-d4e3774f4bff,"Firth, Raymond, 1901-2002","Ceremonies for children and social frequency in
         Tikopia",1956,38,Journal Article,Tikopia,Oceania,Polynesia,other subsistence combinations,,"626,852,853",https://ehrafworldcultures.yale.edu/sres/40f3caf8-7a7f-40c5-9550-d4e3774f4bff
f7c57759-4d76-4db1-8a25-4fbd92ce00fe,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,170,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"124,182,208,614,626",https://ehrafworldcultures.yale.edu/sres/f7c57759-4d76-4db1-8a25-4fbd92ce00fe
be5fd0c0-290c-4dea-ae1a-5d2a5b840a60,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,170,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"182,208,614,626",https://ehrafworldcultures.yale.edu/sres/be5fd0c0-290c-4dea-ae1a-5d2a5b840a60
095953a5-5d8b-4f42-a649-ac88e69bace6,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,171,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"182,208,614,626",https://ehrafworldcultures.yale.edu/sres/095953a5-5d8b-4f42-a649-ac88e69bace6
eecf5ae2-1a79-46fe-9f44-6f05e503960c,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,177,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,"626,754",https://ehrafworldcultures.yale.edu/sres/eecf5ae2-1a79-46fe-9f44-6f05e503960c
e9d49e32-03ee-4f7e-8837-a79906db3ed3,"Firth, Raymond, 1901-2002",Authority and public opinion in Tikopia,1949,187,Essay,Tikopia,Oceania,Polynesia,other subsistence combinations,,626,https://ehrafworldcultures.yale.edu/sres/e9d49e32-03ee-4f7e-8837-a79906db3ed3
de84e4b4-0f85-46d7-ac7a-50651051e65e,"Firth, Raymond, 1901-2002",Social change in Tikopia,1959,325,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,183,626,795",https://ehrafworldcultures.yale.edu/sres/de84e4b4-0f85-46d7-ac7a-50651051e65e
a1a3b3e9-2644-4b5b-9a1a-fa22a707018f,"Firth, Raymond, 1901-2002",Social change in Tikopia,1959,325,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,183,626,795",https://ehrafworldcultures.yale.edu/sres/a1a3b3e9-2644-4b5b-9a1a-fa22a707018f
db7adda7-c305-4aeb-b605-e066578dd73c,"Firth, Raymond, 1901-2002",Social change in Tikopia,1959,325,Monograph,Tikopia,Oceania,Polynesia,other subsistence combinations,,"177,626,795",https://ehrafworldcultures.yale.edu/sres/db7adda7-c305-4aeb-b605-e066578dd73c
