uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
aa926b29-1e54-452a-9de8-d4de72c1db2d,"Denton, William, 1815-1888",Servia and the Servians,1862,215,"Component part(s), monograph",Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"674,681,695,696",https://ehrafworldcultures.yale.edu/sres/aa926b29-1e54-452a-9de8-d4de72c1db2d
dfbeacb0-6da2-4501-87b5-9078bca8d43a,"Halpern, Joel Martin",A Serbian village,1967,[p.21],Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"124,166,173,181,186,212,231,262,311,342,361,462,511,583,584,592,596,608,626,688,771,783,888",https://ehrafworldcultures.yale.edu/sres/dfbeacb0-6da2-4501-87b5-9078bca8d43a
fbf9df38-a0a2-47d5-a2bc-8499a30941e9,"Halpern, Joel Martin",A Serbian village,1967,187,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"626,684,831,836",https://ehrafworldcultures.yale.edu/sres/fbf9df38-a0a2-47d5-a2bc-8499a30941e9
067fd7c3-1c43-4e99-9c61-249ab5d5aa03,"Lodge, Olive",Peasant life in Jugoslavia,1941,97,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,696,https://ehrafworldcultures.yale.edu/sres/067fd7c3-1c43-4e99-9c61-249ab5d5aa03
35647fcb-b663-4e2c-ad9f-72d37a075626,"Mijatović, Čedomilj, 1842-1932",Servia of the Servians,1914,41,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"696,754,774",https://ehrafworldcultures.yale.edu/sres/35647fcb-b663-4e2c-ad9f-72d37a075626
2592bbfb-d3b7-4fae-a15f-3c12b17556af,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,116,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"606,626",https://ehrafworldcultures.yale.edu/sres/2592bbfb-d3b7-4fae-a15f-3c12b17556af
87988bcd-d172-4dcb-9f0a-9a49fd4fd4af,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,116,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"606,626",https://ehrafworldcultures.yale.edu/sres/87988bcd-d172-4dcb-9f0a-9a49fd4fd4af
53d62d69-98ca-4217-bc79-5d79ab48569d,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,116,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"606,626",https://ehrafworldcultures.yale.edu/sres/53d62d69-98ca-4217-bc79-5d79ab48569d
826afa90-f620-4b46-96ec-cb5cfbb065d3,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,117,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"563,606,626",https://ehrafworldcultures.yale.edu/sres/826afa90-f620-4b46-96ec-cb5cfbb065d3
c48fe421-8c43-4ad2-9304-a4c6e68a5a2f,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,117,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"178,606,626",https://ehrafworldcultures.yale.edu/sres/c48fe421-8c43-4ad2-9304-a4c6e68a5a2f
48d7040a-ae38-4f83-a7a7-d174ca53de96,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,117,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"178,563,578,606,626",https://ehrafworldcultures.yale.edu/sres/48d7040a-ae38-4f83-a7a7-d174ca53de96
9061d4b7-5ca3-44c3-be87-374bc316524f,"Erlich, Vera St.",Family in transition: a study of 300 Yugoslav villages,1966,118,Monograph,Serbs,Europe,Southeastern Europe,intensive agriculturalists,,"000,563,593,606,626",https://ehrafworldcultures.yale.edu/sres/9061d4b7-5ca3-44c3-be87-374bc316524f
