uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
c5ff9bf3-d1ed-46dd-b7a6-79f4eab3c3a0,"Rattray, R. S. (Robert Sutherland),
         1881-1938",Ashanti law and constitution,1929,p. 285,"Component part(s), monograph",Akan,Africa,Western Africa,horticulturalists,,"142,181,183,613,626,627,671,673,675,688,692,694",https://ehrafworldcultures.yale.edu/sres/c5ff9bf3-d1ed-46dd-b7a6-79f4eab3c3a0
3f50509b-b738-4c0e-a399-ef8d3522869b,"Mensa-Bonsu, Henrietta J.","Place of 'oaths' in the constitutional set-up of
         Asante",1989,278,Journal Article,Akan,Africa,Western Africa,horticulturalists,,"626,641,696,784",https://ehrafworldcultures.yale.edu/sres/3f50509b-b738-4c0e-a399-ef8d3522869b
c81bb8f4-1ec5-48ca-84e0-da171c4e1efc,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,301,Monograph,Akan,Africa,Western Africa,horticulturalists,,"113,159,554,643,647,669,687,696",https://ehrafworldcultures.yale.edu/sres/c81bb8f4-1ec5-48ca-84e0-da171c4e1efc
d2d50b4d-0aba-411b-a03b-e4c6bad5e613,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,317,Monograph,Akan,Africa,Western Africa,horticulturalists,,"113,647,687,696",https://ehrafworldcultures.yale.edu/sres/d2d50b4d-0aba-411b-a03b-e4c6bad5e613
95a4b6f2-005f-4f9c-b317-846a277ed550,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,317,Monograph,Akan,Africa,Western Africa,horticulturalists,,"647,687,696",https://ehrafworldcultures.yale.edu/sres/95a4b6f2-005f-4f9c-b317-846a277ed550
14e34217-71a9-41cd-8082-9163461ea667,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,318,Monograph,Akan,Africa,Western Africa,horticulturalists,,"113,646,647,685,696",https://ehrafworldcultures.yale.edu/sres/14e34217-71a9-41cd-8082-9163461ea667
8ade8bd4-86dc-4b13-9e70-46f34cf6dd11,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,335,Monograph,Akan,Africa,Western Africa,horticulturalists,,"113,562,614,671,682,696,782,783,788,826,841",https://ehrafworldcultures.yale.edu/sres/8ade8bd4-86dc-4b13-9e70-46f34cf6dd11
f2204ec2-35ab-4ac3-a8e9-4f066e8e0460,"Wilks, Ivor","Forests of gold: essays on the Akan and the Kingdom of
         Asante",1993,223,Monograph,Akan,Africa,Western Africa,horticulturalists,,"113,684,687,696,782",https://ehrafworldcultures.yale.edu/sres/f2204ec2-35ab-4ac3-a8e9-4f066e8e0460
65ca2694-455a-40ac-b707-f2e9be480383,"Rattray, R. S. (Robert Sutherland),
         1881-1938",Ashanti law and constitution,1929,291,"Component part(s), monograph",Akan,Africa,Western Africa,horticulturalists,,"142,577,634,651,681,691,696,782",https://ehrafworldcultures.yale.edu/sres/65ca2694-455a-40ac-b707-f2e9be480383
4e1ce75e-8a82-4d80-8d86-0094f5a275a1,"Rattray, R. S. (Robert Sutherland),
         1881-1938",Ashanti law and constitution,1929,292,"Component part(s), monograph",Akan,Africa,Western Africa,horticulturalists,,"681,692,696",https://ehrafworldcultures.yale.edu/sres/4e1ce75e-8a82-4d80-8d86-0094f5a275a1
ea4899bb-cec7-408d-85a0-a96c5b8844f7,"Rattray, R. S. (Robert Sutherland),
         1881-1938",Ashanti law and constitution,1929,p. 294,"Component part(s), monograph",Akan,Africa,Western Africa,horticulturalists,,"673,681,696",https://ehrafworldcultures.yale.edu/sres/ea4899bb-cec7-408d-85a0-a96c5b8844f7
10419297-2ed7-4825-bcb1-44e5f096c93d,"Rattray, R. S. (Robert Sutherland),
         1881-1938",Ashanti law and constitution,1929,p. 294,"Component part(s), monograph",Akan,Africa,Western Africa,horticulturalists,,"673,681,696",https://ehrafworldcultures.yale.edu/sres/10419297-2ed7-4825-bcb1-44e5f096c93d
