uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
67be64d1-3d39-4289-b02a-6c58b6b57421,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,295,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"157,183,626,683,793",https://ehrafworldcultures.yale.edu/sres/67be64d1-3d39-4289-b02a-6c58b6b57421
76a3d96c-5e99-4898-8d7c-0d8689eff97a,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,346,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"626,684,771,794",https://ehrafworldcultures.yale.edu/sres/76a3d96c-5e99-4898-8d7c-0d8689eff97a
1694695d-ba9e-424e-9a30-dda7f665bc78,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,389,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"626,684,685",https://ehrafworldcultures.yale.edu/sres/1694695d-ba9e-424e-9a30-dda7f665bc78
c132d9a6-c05b-4ccd-a1fc-bf987b278bf3,"Coleman, Jack David Bo, 1937-","Language shift in a bilingual Hebridean crofting
         community",1976,59,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"578,621,625,626,628,689",https://ehrafworldcultures.yale.edu/sres/c132d9a6-c05b-4ccd-a1fc-bf987b278bf3
9c1817e2-b6ec-4076-8643-d5a0c1d7ad8f,"Parman, Susan, 1945-","Scottish crofters: an historical ethnography of a Celtic
         village",1990,100,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"626,682,695",https://ehrafworldcultures.yale.edu/sres/9c1817e2-b6ec-4076-8643-d5a0c1d7ad8f
0b112cb1-5f71-4364-9c4d-776a3cda8307,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,294,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"627,685",https://ehrafworldcultures.yale.edu/sres/0b112cb1-5f71-4364-9c4d-776a3cda8307
1ceaa6c6-411b-446e-9e8b-206f5ec0172d,"MacKinnon, Kenneth, 1933-","Language, education and social processes in a Gaelic
         community",1977,52,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"461,626,796",https://ehrafworldcultures.yale.edu/sres/1ceaa6c6-411b-446e-9e8b-206f5ec0172d
eba07de2-1a3f-4def-ae1a-5cd8a5fcbf1c,"MacKinnon, Kenneth, 1933-","Language, education and social processes in a Gaelic
         community",1977,123,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"125,186,191,197,626,829",https://ehrafworldcultures.yale.edu/sres/eba07de2-1a3f-4def-ae1a-5cd8a5fcbf1c
6b216b23-48bd-4a10-b72c-6f11f0e00667,"MacKinnon, Kenneth, 1933-","Language, education and social processes in a Gaelic
         community",1977,124,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"186,191,197,571,626",https://ehrafworldcultures.yale.edu/sres/6b216b23-48bd-4a10-b72c-6f11f0e00667
1de9f804-1499-422e-ade6-14ec35367892,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,54,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"476,561,626,794,888",https://ehrafworldcultures.yale.edu/sres/1de9f804-1499-422e-ade6-14ec35367892
44c3d66b-39b2-4f0e-92ac-bb29f3686108,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,149,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"175,178,231,241,427,625,626,657,671",https://ehrafworldcultures.yale.edu/sres/44c3d66b-39b2-4f0e-92ac-bb29f3686108
5c55ecf7-987a-441f-aebe-c0254de521a6,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,206,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"178,182,621,626,632",https://ehrafworldcultures.yale.edu/sres/5c55ecf7-987a-441f-aebe-c0254de521a6
2da74898-2bc1-4785-b648-e233b3cdc9df,"Ducey, Paul Richard, 1926-","Cultural continuity and population change on the Isle of
         Skye",1956,206,Monograph,Highland Scots,Europe,British Isles,other subsistence combinations,,"183,231,233,621,626,632,779",https://ehrafworldcultures.yale.edu/sres/2da74898-2bc1-4785-b648-e233b3cdc9df
