uuid,title,text,region,subregion,subsistence,pubdate,pgno,owc_term,owc_id,original_pgno,author,docid,hl_ocm_terms,hl_ocms_id,hl_text,hl_title,hsla,lat,long,ocms_0_id,ocms_0_term,ocms_1_id,ocms_1_term,ocms_4_id,ocms_4_term,ocms_5_id,ocms_5_term,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5
"de20ae34-639b-4099-a941-65125ba7c02d","The legend, myth and Code of Deganawidah and their significance to Iroquois cultural history","The beliefs and social customs of the Iroquois were not greatly altered by Deganaweda's Code which was limited for the most part to political action. But beliefs, superstitions, and social and religious customs often have the same effect as laws in that they psychologically force a person into predictable behavior. They cannot be overlooked in the study of Iroquois ethnohistory which implies, by definition, that history and cultural beliefs have an interacting influence. The Iroquois' belief in witches illustrates this point, for like most primitive cultures - and at that time many European cultures - they held that witches were the cause of much evil and upon discovery, should be put to death. William Fenton has pointed out that the murder of the Jesuit Isaac Jogues by Mohawks could be explained in terms of the Iroquois culture as the punishment of a witch. 59 Morgan, League , p.93.","North America","Eastern Woodlands","horticulturalists","1966","81","Iroquois","nm09","75","Selden, Sherman Ward, 1921-","nm09-061","Offenses Against the Person","683","","","hsla(21.37,95.31%,83.10%,0.760)","42.56","-77.53","113","Bibliographies in Sources","178","Sociocultural Trends","754","Sorcery","","","PSF","","","","",""
"de255ce3-6a2e-4f91-ab83-2ae87b316d3d","Tribal law and justice: a report on the Santal","If a fine has been imposed but the offender flees before it is paid, the members of his kitchen remain outcasted until they pay the fine. When it is given re-entry is sanctioned but small additional feasts are sometimes exacted.","Asia","South Asia","intensive agriculturalists","1984","596","Santal","aw42","548","Archer, W. G. (William George), 1907-1979","aw42-007","Sanctions","681","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","592","Household","681","Sanctions","","","","","PSF","PSF","","","",""
"de27d1b2-2db1-4a71-861d-3fb8105cabef","Religion and art in Ashanti","The next stage in the history of ‘the oath’ was when only one of the two parties to it was killed. At this stage both persons were arrested and brought before the chief; the matter was carefully investigated, and the party adjudged guilty executed. The innocent party did not, however, get off scot free, for he had to pay a sum in gold dust known as Aseda sika (thank-offering money). The procedure, it will be noted, now presupposes an inquiry being held into the degree of responsibility for the violation of the taboo; in other words it necessitated—indirectly it is true—an investigation into the original cause of dispute between the parties. Here, by clearly defined steps, we reach—or rather perhaps get back to—the stage when a taboo, involving in its violation some national calamity, is deliberately broken in order to remove a dispute from a purely private domain and carry it in judicium —to borrow a term from Roman Law. In other words, the plaintiff now states his case, the defendant replies; witnesses are examined, judgement and sentence are passed, and one of the parties is executed. He is executed, not for anything he may have said or done to his rival, but for having wrongfully violated a taboo. The other party, it is true, also did so, but he is now held to have been driven to desperation by the conduct of the other. His life is spared, but, though in one sense he has won his case, he has to pay what is virtually a fine, aseda, as a thank-offering for being given his life. The execution of one of the litigants is now held to be full expiation for the violation of the taboo. Human blood spilled on the ground is held to placate the wrath of those powers who had been offended and were supposed in consequence to be likely to vent their anger on the king and his people. people. The next stage in the evolution of ‘the oath’ followed naturally. Once the value of wealth came to be realized, the guilty party (except in certain specified cases) was allowed ‘to buy his head’. He did so by paying a fine of an indefinite amount, sometimes as much as a hundred pereguan (i.e. about £800). This fine was known as atitodie (that which buys the head). It was accepted by the chief with the words, ‘I present you with your head’ ( me de wo tiri kye wo ).","Africa","Western Africa","horticulturalists","1927","270","Akan","fe12","208","Rattray, R. S. (Robert Sutherland), 1881-1938","fe12-002","Religious Offenses","688","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","688","Religious Offenses","695","Trial Procedure","784","Avoidance and Taboo","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"de2bfa9f-c4a6-4030-9457-01b461e076c5","Reindeer-herd management in transition: the case of Tuorpon Saameby in northern Sweden","The difference in the contemporary rationalization program is that with the construction of the RNL, which places the management of the wage system (and thus to a great extent the herding fee as well, though indirectly) in the hands of class-1, voting members and distributes voting power according to herd size, the squeezing out of the small herders is programmed to occur as an internal Saameby affair. It could happen at any time but probably will not as long as crowding is not actual or as long as the small herders pose no great difficulties for the big herders -- as long as there is enough flexibility. Small, active herders are even welcomed, as they often have to do more than their share of the work. While the wage system designed by the RNL was partially intended to help to equalize the injustices of this situation, the same law, with its criteria of membership status and its organization of the voting system, can force many small herders to “participate” more than they can really afford to, simply to retain class-1 status and to assure themselves of the Saameby's permission to work for the daily wage. Thus, the mere institutionalization of a wage system does not necessarily imply a beneficial effect for the small herder. It all depends on the size of the wage, the size of the herding fee it may require, and the Saameby's policy of work distribution. The small herder's labor can be exploited by quite a number of arrangements.","Europe","Scandinavia","pastoralists","1981","420","Saami","ep04","384","Beach, Hugh","ep04-023","Social Control","626","","","hsla(79.14,95.28%,85.65%,0.810)","68.7","21.5","233","Pastoral Activities","465","Wages and Salaries","626","Social Control","666","Elections","PSF","PSF","","","",""
"de2c74ea-be7d-41e4-9e81-7b879ceac0fa","Justice and judgment among the Tiv","MbaAor called Wanshosho, the market master of Atsar market, in the matter of her cloth. She told the mbatarev that a new cloth disappeared from her hut, and she knew someone had stolen it, but not who. A week after missing it, she had gone to market and seen a young man wearing it. She asked him for it and, when he refused, went to Wanshosho for help. Wanshosho sent one of his assistants to get the youth.","Africa","Western Africa","horticulturalists","1968","134","Tiv","ff57","110","Bohannan, Paul","ff57-031","Property Offenses","685","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","556","Accumulation of Wealth","685","Property Offenses","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"de2e6756-5341-45a9-91dd-4055c87312b2","The age-system of the Masai","The corporate bond arising from clan relationship is confirmed by cases of murder compensation. Even if a murderer is a wealthy man, and might pay all the compensation out of his own stock, “the other branches of the clan would still contribute and they would pay their share”. However, “if a Masai kills a member of his own branch of the gilat he pays compensation himself, and the other branches do not contribute”. 30 Hobley, l. c., p. 123; Fosbrooke, l. c., pp. 42 s. Leakey, on the other hand, was told by his informants that no compensation is expected when a man kills a member of his own branch. They say: “what would be the use of taking a fine from one's own sub-clan?” 31 Leakey, Some Notes on the Masai of Kenya Colony, in J. R. A. I., 60, 1930, p. 209. Hobley reports further that “each branch of the gilat to whom the murdered man belongs, receives a share of the compensation: 2-3rds to the murdered's father”, and the rest is distributed among the other elders of the clan. 32 Hobley, l. c. This is also confirmed by the notes of Maguire on the penal code of the Masai. 33 Maguire, The Masai Penal Code, in J. A. S., 28, 1928, pp. 12 ss.","Africa","Eastern Africa","pastoralists","1955","13","Maasai","fl12","268","Bernardi, B.","fl12-002","Offenses Against Life","682","","","hsla(65.25,95.32%,82.20%,0.830)","-3.5","36.75","614","Clans","672","Liability","","","","","PSF","PSF","","","",""
"de35c005-2ccb-494b-ae70-d352110d47e9","Journey of exploration to the Cagaba","The punishments for the man consisted of fasting for four or five days and partial continence in drinking, which was interrupted only by eating a few potatoes at midnight, and, in addition, lengthy kneeling and holding heavy stones with out-stretched arms and beatings on the elbow with the lime stick if the arms sank down (cf. p. 85). After the punishment the good-for-nothings were also sent into exile to Surivaka to the priest Felix Daza, until they had improved. In more recent times they were put in the cepo /S[unknown]p. “stocks”/. The punishment of putting a bar both over and under the legs and tying together the projecting ends ( cepo huvu ) is also to be traced back to Spanish influence. For the woman there was only one kind of punishment: to sit for about two hours on a pointed stone ( harsukale, from hagi [stone] and asuka [pointed]), which was considered a severe punishment. Since this measure was not used for men, it doubtless came about through consideration of the meaning of ga[unknown]i, ga, excrement, as secretion from the anus and, on the other hand, from the genital organs during cohabitation, and it is shown by this kind of punishment 129 that it was supposed to be not only a physical torment, but a magical influence on the suppression of sexual offenses or the consequences proceeding from them, such as sickness, etc., just as the fasting of the men and the interruption at midnight, as at the festivities, are already to be thought of as a magico-religious influence of the same kind. Now I believe that the pointed stick ( husukala ) at the tip of the womens’ huts is to be explained as a symbol of the harsukale, the stone used in the punishment. But in reality it is not a symbol, but rather again a means of warding off and influencing, like the double sticks with the cross-stick, the suspended bats, the potsherds, and the sun’s rays on the huts or temples.","South America","Northwestern South America","horticulturalists","1926","204","Kogi","sc07","198","Preuss, Konrad Theodor, 1869-1938","sc07-004","Sex and Marital Offenses","684","","","hsla(355.62,95.40%,83.89%,0.780)","10.9485","-73.8043","177","Acculturation and Culture Contact","342","Dwellings","751","Preventive Medicine","831","Sexuality","PSF","","","","",""
"de3c41c7-1128-4405-b6a0-b570c515abb8","Kapauku Papuan economy","Paternal “parallel” consanguineal relatives . These relatives form a social subquasi-group which is a subdivision of that of the consanguineal relatives. They include all male paternal kinsmen with the exception of cross-cousins called noone and “cross-nephews” called naama by a male Ego (e.g., SiSO, FaBrDaSo) or ooka by a female Ego (e.g., BrSo, FaBrSoSo), and “cross aunts” called ooka (e.g., FaSi). All members of this quasi-group are co-responsible for Ego’s crimes, as he is for theirs. Furthermore they are bound to Ego by the mutual duty of blood vengeance. They have also the obligation to pay dabe uwo, a reward for killing the assassin of Ego, as Ego has the reciprocal obligation to pay the reward for avenging their assassination. Ego shares with every member of this quasi-group a reciprocal right to me mege, the blood money paid by their killers as a compensation for their deaths. Paternal “parallel” consanguineal relatives are especially important for continuous financial and legal support rendered to Ego. Their monetary assistance becomes especially important in the event of Ego’s wedding, in which case these relatives may be depended upon to contribute heavily to kade, the lesser part of the bride price, as well as to one, the main part of the bride price. There is no shame attached to asking for loans needed for various reasons. Members of this quasi-group exchange frequent visits with Ego and help each other in clearing lands and in tilling the gardens, of course for the customary monetary compensation.","Oceania","Melanesia","intensive agriculturalists","1963","30","Kapauku","oj29","30","Pospisil, Leopold J.","oj29-005","Offenses Against Life","682","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","583","Mode of Marriage","601","Kinship Terminology","682","Offenses Against Life","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"de437d00-8560-40f6-ad5b-0c82f210f0db","Blackfeet and buffalo: memories of life among the Indians","“Yes! And they are gone! Stolen!” I yelled.","North America","Plains and Plateau","hunter-gatherers","1962","236","Blackfoot","nf06","220","Schultz, James Willard, 1859-1947","nf06-024","Execution of Justice","696","","","hsla(21.38,95.38%,84.37%,0.790)","49.34","-111.21","657","Public Welfare","696","Execution of Justice","","","","","PSF","","","","",""
"de45cdb4-f48a-4f36-9c17-472567bbfb1d","The hill of flutes: life, love, and poetry in tribal India : a portrait of the Santals","If a boy ‘intrudes’ at the instance of the girl, and is later on rejected, the boy himself is awarded damages.","Asia","South Asia","intensive agriculturalists","1974","167","Santal","aw42","155","Archer, W. G. (William George), 1907-1979","aw42-006","Social Offenses","689","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","583","Mode of Marriage","689","Social Offenses","","","","","PSF","PSF","","","",""
"de4c6a9b-0eab-4880-93f7-526c998c15c7","The passing of Korea","“With the year 1730 there began an era of grand reform in Korea. It bade fair to bring the land back to the standard set by the first kings of the dynasty. A mere list of the reforms instituted at that time will give us a glimpse at the condition of the people. The grandsons of all female slaves were declared free; irrigation reservoirs were built; a new model of the solar [108] system was made, to replace the one destroyed during the Japanese invasion; the cruel form of torture consisting of bending the bones of the lower leg was discontinued; granaries were built to store grain for use in times of famine; torture with red-hot irons was done away; a war chariot was invented, having swords extending from the hubs of the wheels; a detective force was formed to keep watch of officials; the size of whipping-rods was strictly limited; the custom of branding thieves by striking the forehead with a bunch of needles and then rubbing ink into the wound, was abrogated; the three-decked war-vessel was done away with, and the swifter ‘Falcon Boat’ was substituted; the length of the yardstick was carefully regulated and equalised throughout the country; the west and northeast gates of Seoul were roofed for the first time; the use of silk was discouraged; the corrupt mudang , or sorceress, class was outlawed; the great sewer of the capital was repaired and walled up; all the serfs in Korea were emancipated.”","Asia","East Asia","intensive agriculturalists","1906","141","Korea","aa01","107-108","Hulbert, Homer B.","aa01-001","Sanctions","681","","","hsla(331.02,95.43%,90.00%,0.840)","37.6","126.42","175","History","178","Sociocultural Trends","","","","","PSF","PSF","","","",""
"de5925e9-ab91-48dd-97bc-06255dd4645b","Justice and judgment among the Tiv","Concurrence of the litigants never occurs without concurrence of the entire community: no one is ready to make concessions while any portion of public opinion still supports him. It is the opinion of the community which forces concurrence. Judging, like all other activities of Tiv leaders, consists largely in the timely suggestion of what the majority thinks is right or desirable.","Africa","Western Africa","horticulturalists","1968","87","Tiv","ff57","65","Bohannan, Paul","ff57-031","Social Control","626","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","626","Social Control","693","Legal and Judicial Personnel","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"de5c4306-21e2-46b9-9fec-da3e93277ae0","Death as a way of life: the increasing resort to homicide in a Maya Indian community","The rate is phenomenally high--up to 251.2 per 100,000 (when adjusted to bring the whole township's population of a little over 8,000 to the base for measuring international rates)--and it is increasing. This compares with national rates of 4.8 for the United States. 31.9 for Mexico United Nations Demographic Yearbook 1964), and 36.2 for a nearby town (Favre 1964).","Middle America and the Caribbean","Maya Area","horticulturalists","1967","4","Tzeltal","nv09","[p.456-a]","Nash, June C., 1927-","nv09-003","Offenses Against Life","682","","","hsla(273.69,95.23%,83.10%,0.760)","16.6384","-92.2786","182","Functional/adaptational Interpretations","674","Crime","","","","","EA (partial)","PSF","","","",""
"de5fc4e3-36f5-4192-a80b-0cf2244d8703","Tribal law and justice: a report on the Santal","Certain terms of abuse are sometimes used by men but are always condemned. These fall into three groups. The first is the threat to kill your opponent, the second is to allege that he is a bidhua or bastard, a kambro or thief and a bitol or permanent outcaste while the third is to state that a woman is a witch or a loose woman. If a man uses any of these terms the village almost always condemns him and he is punished with a fine.","Asia","South Asia","intensive agriculturalists","1984","509","Santal","aw42","461","Archer, W. G. (William George), 1907-1979","aw42-007","Offenses Against the Person","683","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","195","Sociolinguistics","562","Gender Status","","","","","PSF","PSF","","","",""
"de642ea0-2b53-4f25-a086-69c4a115a650","Justice and judgment among the Tiv","Fiyase took up the questioning, ‘What is it?’","Africa","Western Africa","horticulturalists","1968","214","Tiv","ff57","190","Bohannan, Paul","ff57-031","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","613","Lineages","627","Informal in-Group Justice","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"de6e6f13-194d-486e-8c94-839d83e94c0e","In the eyes of the ancestors: belief and behavior in a Mayan community","Stealing a bull: 500 to 1,200 pesos, depending on value of bull. Stealing a turkey: 40 to 70 pesos, depending on value of turkey. Stealing a horse: 300 to 500 pesos, depending on value of horse.","Middle America and the Caribbean","Maya Area","horticulturalists","1970","320","Tzeltal","nv09","287","Nash, June C., 1927-","nv09-007","Sanctions","681","","","hsla(273.69,95.23%,83.10%,0.760)","16.6384","-92.2786","577","Ethics","681","Sanctions","","","","","PSF","","","","",""
"de7cf2c0-953c-4aa3-8e1e-248873710290","Veiled sentiments: honor and poetry in a Bedouin society","The public disapprobation that followed from this man’s failure to realize the ideals of tough, assertive independence resulted in the community’s loss of respect. By relinquishing control over his feelings, he allowed himself to be controlled by another person. His attachment to his bride was interpreted as a weakness of character: his mother, brothers, and cousins criticized him as lacking in ‘ agl, and even the children, his nephews and nieces, all told me that they no longer feared him. Through this episode Rashid lost the status appropriate to his age, that of the man of honor who is master of himself and others—a status that he had until then held.","Africa","Northern Africa","pastoralists","1986","119","Libyan Bedouin","mt09","97","Abu-Lughod, Lila","mt09-010","Social Control","626","","","hsla(65.34,95.25%,83.10%,0.760)","25.4132","30.5302","558","Downward Mobility","577","Ethics","","","","","PSF","","","","",""
"de7f4742-f6d3-47e4-99f0-b4dc85c29ae3","The Cubeo: Indians of the Northwest Amazon","Pothaíye is a berry poison. Its extract is put in chicha or at the end of a stick if it is to be poked up the victim’s nose when he is asleep. It causes a slow death by wasting.","South America","Amazon and Orinoco","other subsistence combinations","1963","279","Tukano","sq19","269","Goldman, Irving, 1911-","sq19-005","Offenses Against Life","682","","","hsla(355.21,95.27%,80.75%,0.760)","0.579755","-69.5763","278","Pharmaceuticals","682","Offenses Against Life","","","","","EA (entire)","PSF","EA (entire)","SRS","SCCS (entire)","PSF"
"de84cbb6-63da-4f6c-b129-c42ac2110634","Justice and judgment among the Tiv","Another technique which the judges sometimes use to make the litigants concur is the threat to send the dispute to a higher court—that is, to the Grade-C court at Vande Ikya. Judges as well as litigants can send disputes to appeal.","Africa","Western Africa","horticulturalists","1968","91","Tiv","ff57","67","Bohannan, Paul","ff57-031","Execution of Justice","696","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","696","Execution of Justice","","","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"de84e4b4-0f85-46d7-ac7a-50651051e65e","Social change in Tikopia","How did Christianity as such stand in the general feld of social control? I have shown that in the crisis of famins its precepts proved of little power. But in some other respects it had great force.","Oceania","Polynesia","other subsistence combinations","1959","330","Tikopia","ot11","325","Firth, Raymond, 1901-2002","ot11-020","Social Control","626"," of <mark>social</mark> <mark>control</mark>? I have shown that in the crisis of famins","","hsla(242.33,95.25%,82.47%,0.840)","-12.29","168.83","177","Acculturation and Culture Contact","183","Norms","","","","","PSF","PSF","","","",""
"de86d288-9080-42d6-a5fa-7a7c57e153fb","Aranda traditions","And now they have reached the lofty summit of Iloata. The bandicoot lies down in the grass so as to be out of the sight of his father. The crow sits down and continues eating the stolen roots. The bandicoot rises slowly, and crawls through the high grass on hands and knees in a wide-sweeping circle around the crow, till he is at the back of his father. He now approaches from the rear while his father is still anxiously gazing in front of him. The bandicoot poises his spear for the throw; he hurls it with deadly aim; the spear sinks deep into the back of his father, who falls forward, struggling wildly on the ground. The spear point is standing out at his chest. He gives a last flutter in his death spasm. The bandicoot rushes upon the dead crow. He mutilates him: he cuts off the head, the legs, and the arms of his [21] murdered father, and flings them away savagely. Then he quietly turns back and begins his descent.","Oceania","Australia","hunter-gatherers","1947","36","Aranda","oi08","19-21","Strehlow, Theodor Georg Heinrich","oi08-002","Property Offenses","685","","","hsla(242.31,95.35%,83.47%,0.770)","-24.25","133.5","173","Traditional History","539","Literary Texts","","","","","PSF","PSF","","","",""
"de8aaef9-92ba-4cc6-99c6-a1e3d9367e4f","Clans and kinship system of Cancuc (Mexico)","The chieftaincy of each clan was filled by the oldest man, who was called chunel . (It seems to have the same meaning as the word catinab , but some informants recognized the latter as the one used in the adjacent municipality of Oxchuc.) The office was not hereditary, and upon the death of a chunel the oldest man of the clan was venerated as such. The chief of the clan was respected and feared, because he was recognized as endowed with supernatural power which, through his lab , he exercised over all the members of the clan. Two informants of advanced age defined the chunel as “the oldest one and the greatest sorcerer.” The lab feeds on souls, and a person who has “done wrong” is “eaten” by the lab of the one offended and dies. In this way social control was exercised on and among the members of the clan, never going beyond the limits of this. The life of the individual is intimately bound to the life of the lab , or guardian spirit: the death of one brings with it the death of the other. All the Cancuqueros have their lab , but they hide it and sometimes deny it. The curer knows which is the lab of the sick person because “he hears it in the pulse.” The lab reveals itself in dreams to “its owner,” with whom it speaks because “it is his own company.” One person discovers the lab of another “because he sees it.” The lab takes care of its owner, defends him, and is the instrument of revenge for an injury unjustly received. Today this concept is intimately bound up with the omniscience of the patron saint; only with the permission of San Juan can a lab “eat” the soul of a chapomal , or “clan brother,” and this permission is granted only in the case when the saint is unfavorably impressed by the conduct of the individual. In any case the lab never wreaks its vengeance except for a bad act that would fully justify it according to the social morality. As can be seen, social control was not only rooted in the chief of the clan, but this function extended to the whole group, as happens at present.","Middle America and the Caribbean","Maya Area","horticulturalists","1947","3","Tzeltal","nv09","2","Guiteras Holmes, Calixta","nv09-001","Social Control","626"," <mark>social</mark> <mark>control</mark> was exercised on and among the members of the clan","","hsla(273.69,95.23%,83.10%,0.760)","16.6384","-92.2786","156","Social Personality","178","Sociocultural Trends","626","Social Control","756","Shamans and Psychotherapists","EA (partial)","PSF","","","",""
"de8b0f79-2f14-4d23-8963-194c9fc7d94a","Social structures of the High Atlas","Fatwa of the son of sidi Lh'sen u Tiqqi (1147 Heg.: 1735). The rate applicable to a facial wound is evaluated at 1/12 of the dîâ , in other words 72 mithqâl -s; in coin, [unknown]abbâsîya . This by reference to Khalîl!","Africa","Northern Africa","intensive agriculturalists","1955","526","Shluh","mw11","526","Berque, Jacques","mw11-001","Offenses Against the Person","683","","","hsla(65.34,95.22%,82.47%,0.840)","29.7854","-7.77879","175","History","683","Offenses Against the Person","","","","","PSF","","","","",""
"de8b3171-944f-4d2e-afc0-1760cd2c80a4","Tribal law and justice: a report on the Santal","But besides observing these conventions, village orders must be respected and if a Santal ignores a decision and does not appeal to the five manjhis or go to court he can be sent out of the line for want of discipline.","Asia","South Asia","intensive agriculturalists","1984","513","Santal","aw42","465","Archer, W. G. (William George), 1907-1979","aw42-007","Sanctions","681","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","681","Sanctions","","","","","","","PSF","PSF","","","",""
"de950de2-1f84-4a92-905c-4e5b134299bc","Back in the stone age: the Natives of central Australia","A recognized rule is that when a woman marries a man she becomes his absolute property, with the right to treat her as his slave, and to beat her as he likes until she conforms to his wishes. Relatives rarely interfere; when they do, several join in and the issue may be a battle royal.","Oceania","Australia","hunter-gatherers","1936","95","Aranda","oi08","76-77","Chewings, Charles","oi08-039","Sanctions","681","","","hsla(242.31,95.35%,83.47%,0.770)","-24.25","133.5","593","Family Relationships","681","Sanctions","","","","","PSF","PSF","","","",""
"de9defa7-8822-4463-8423-fd920ae8fa54","The Mayawyaw ritual: parts 1-5","Amount paid to Luka′hi: Pa′hang (principal payment): 1 pi′-at (pig) [unknown] 20,00 5 -ubu′wan (chickens, [unknown] 1,00 each) [unknown] 5,00 5 i′mpah (small chickens, [unknown] 0,50 each) [unknown] 2,50 Amount paid to the relatives of Luka′hi: U′dhung: 1 wano′h (clout) [unknown] 1,00 1 i′mpah (small chicken) [unknown] 0,50 A′ngal chi u′dhung (other side of the u′dhung ): 1 pi′ngay (5 bundles of rice) [unknown] 1,00 1 i′mpah (small chicken) [unknown] 0,50 Amount paid to the go-between and the witnesses: La′-bun chi mun-a′lun (commission of go-between): 1 pala′-pa- (small iron pot) [unknown] 5,00 1 i′mpat (blanket) [unknown] 2,00 1 ha′nggab (knife) [unknown] 1,00 U′dhung chi la′-bu (u′dhung of the commission’s fee) for the witnesses: 1 wano′h (clout) [unknown] 1,00 1 hi′ngat (earring in silver) [unknown] 1,00 Total amount: [unknown] 39,50","Asia","Southeast Asia","intensive agriculturalists","1932","442","Ifugao","oa19","438","Lambrecht, Francis","oa19-009","Informal in-Group Justice","627","","","hsla(331.55,95.43%,80.75%,0.760)","16.83","121.17","437","Exchange Transactions","627","Informal in-Group Justice","","","","","PSF","PSF","","","",""
"dea23a52-7e1d-430b-8279-42f39be8dea7","The Iban and their religion","To the Iban, the tuai rumah 's traditional role 1 In traditional Iban thought the tuai rumah has functions often coinciding with those of the tuai burong ; see below, pp. 60 seq. is to maintain the correct relations among longhouse members and between these and the spirit world: to ensure that the longhouse community does not become angat , literally ‘hot’, implying an unexpiated offence against the spirits (see below, pp. 113-5). Any offence against customary law, known or unknown, deliberate or unintentional, disturbs the relation. When the tuai rumah presides over the court of longhouse members which settles disputes and fines offenders, and he imposes the general verdict, he is restoring the community's state of spiritual harmony. The desired balance is re-established as soon as a fine has been paid by the offender and, in certain circumstances, a sacrifice offered (Richards, 1963, 2, makes the same point). If, in exceptional circumstances, the offender is not discovered and convicted, the tuai rumah may take the fine upon himself in order to restore harmony between the spirit world and men.","Asia","Southeast Asia","horticulturalists","1974","38","Iban","oc06","26","Jensen, Erik, 1906-","oc06-021","Informal in-Group Justice","627","","","hsla(331.55,95.40%,84.37%,0.790)","2","113","182","Functional/adaptational Interpretations","554","Status, Role, and Prestige","681","Sanctions","692","Judicial Authority","PSF","PSF","","","",""
"dea26026-f639-4812-8d55-619874a97865","The hill of flutes: life, love, and poetry in tribal India : a portrait of the Santals","This attitude of mutual respect is extended to the use of language. It is not that invectives are never employed but the terms which are permitted and those which are forbidden are carefully distinguished. References to the bongas, to bestiality, to impotence or homosexuality are completely ruled out while the terms that Santal men employ are often only threats of simple injury. ‘I will kick, slap, beat, or eye you.’ Such threats are usually a substitute for actual violence and are so mild that no one takes the slightest notice. There are also two sexual terms which are often used with impunity. ‘I will fuck your mother’ is a threat that never calls for comment, while endic’ - ‘you offspring of a penis’ - is merely used as a strengthener to talk. ‘Without it’, said Sibu Hansdak’, ‘a man’s words have no blood.’ Yet common as they are with men, no one may in any circumstances use these terms to women or in their presence. Siru of Kurum abused his own mother saying, ‘You offspring of a penis, I will fuck your mother.’ His mother complained to the village and he was fined five rupees for using the word to a woman.","Asia","South Asia","intensive agriculturalists","1974","54","Santal","aw42","50","Archer, W. G. (William George), 1907-1979","aw42-006","Social Offenses","689","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","195","Sociolinguistics","577","Ethics","831","Sexuality","","","PSF","PSF","","","",""
"dea2ac91-cb3b-45a7-8b53-cef42709c2db","The Klamath Indians of southwestern Oregon","64, 16. tchî ínsh instead of tchî nish; the language likes juxtaposition of two short equal vowels, even when a metathesis is required.","North America","Plains and Plateau","hunter-gatherers","1890","176","Klamath","nr10","67","Gatschet, Albert Samuel, 1832-1907","nr10-007","Offenses Against the Person","683","","","hsla(21.38,95.26%,82.77%,0.850)","42","-121.31","539","Literary Texts","683","Offenses Against the Person","","","","","SCCS (partial)","PSF","EA (partial)","PSF","",""
"dea77704-8c08-4336-a844-5d11295c987d","Notes on family life and legal matters of some peoples of the Belgian Congo","The Azande make no distinction between intended and accidental wounds, the interested parties arrange among themselves without the intervention of the chief; it is for the guilty to propose an agreeable compromise. If the chief learns of the incident, he requires the payment of an indemnity. But a Zande who wounds an Avurn-Gura is executed, although the reverse, gives place to no such outcome.","Africa","Central Africa","horticulturalists","1909","69","Azande","fo07","33b","Hutereau, Armand","fo07-026","Offenses Against the Person","683","","","hsla(65.24,95.29%,83.89%,0.780)","5.08","28.25","683","Offenses Against the Person","","","","","","","PSF","PSF","","","",""
"dea80dcc-2f8d-45f3-9f08-02d4421e35c5","Notes on family life and legal matters of some peoples of the Belgian Congo","Among the Azande, blows and wounds which result in the loss of an eye or the use of a limb are settled by the punishment of retaliation. A relative of the victim after having gained the approval of the chief, subjects the guilty one to treatment identical to that he inflicted on his victim.","Africa","Central Africa","horticulturalists","1909","69","Azande","fo07","33b","Hutereau, Armand","fo07-026","Offenses Against the Person","683","","","hsla(65.24,95.29%,83.89%,0.780)","5.08","28.25","683","Offenses Against the Person","","","","","","","PSF","PSF","","","",""
"dea81e38-529e-4262-8aa5-58bf61b740fb","The Wolof of the Bas-Ferlo","Moreover the transhumance to the dior is not definite for the duration of the winter. The camps remain deserted, but the cattle come two or three times during the season under the leadership of some shepherds in order to take the salt cure for a day or two in the valley. Certain salt lands near Naudi, M’Beulakhé, and Yang-Yang are reputedly good for the health of the animals. At this time, the Ouolof, scattered over their fields, have a hard time defending their crops. A peasant who finds an animal on his lougan has the right to shut it up in an inclosure constructed for this purpose on the village plaza and to keep it until compensation has been paid. /178/ After many parleys, the shepherd consents to pay it, but then, being at rights with the law, he thinks that he has the right to begin again.","Africa","Western Africa","horticulturalists","1961","31","Wolof","ms30","30","Audiger, Jeanne","ms30-015","Property Offenses","685","","","hsla(65.27,95.26%,79.32%,0.850)","13.75","-15.33","241","Tillage","648","External Relations","","","","","PSF","PSF","","","",""
