uuid,title,text,region,subregion,subsistence,pubdate,pgno,owc_term,owc_id,original_pgno,author,docid,hl_ocm_terms,hl_ocms_id,hl_text,hl_title,hsla,lat,long,ocms_0_id,ocms_0_term,ocms_1_id,ocms_1_term,ocms_4_id,ocms_4_term,ocms_5_id,ocms_5_term,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5
"00049723-d14c-4c18-a26d-43d14b723dbf","The grass roof","“So she took an old suit of Eul-Choon's done up in a bundle, and set out as if she were going down to the stream to wash. In the millet field she changed clothes, and rubbed dust on her face instead of powder. Then she walked to the market-place and bought her ticket to Wansan with money I had given her. The boat did not leave until seven o'clock in the evening. All day she waited sitting in a corner of a wine-house.","Asia","East Asia","intensive agriculturalists","1931","382","Korea","aa01","308-309","Kang, Younghill","aa01-003","Social Control","626","","","hsla(331.02,95.43%,90.00%,0.840)","37.6","126.42","155","Personality Development","484","Travel","","","","","PSF","PSF","","","",""
"0005aca9-b096-4706-b8d1-6e4e543f6f68","Coast Lapp society, II: a study of economic development and social values","Thus the fishermen hoped to remain anonymous. Thus B[unknown] ardsen took his personal punitive action against the witness and this offence was not reported: everyone saw it for what it was -- an act with a dyadic reference. Thus also the threat to report a personal enemy is ineffective in Nordbotn (though I heard it made on occasions). The two sanctions mentioned in the previous paragraph are of great importance in small communities; inhabitants know so much about each other and probably only a few of them have a blameless record. Where these sanctions fail, there appears to be none in the fact that if A reports B, B will find a reason to report A. Such is the situation in another fjord community investigated; 1 By Harald Eidheim, University of Oslo. but in that community the influence of L[unknown] stadian teaching is hardly perceptible, so we may suppose the sense of corporateness vis-à-vis the outside world to be much weaker than in Nordbotn. It is this corporateness that explains the sanctions just noted in Nordbotn (cf. p. 133, above).","Europe","Scandinavia","pastoralists","1965","176","Saami","ep04","153","Paine, Robert","ep04-014","Informal in-Group Justice","627","","","hsla(79.14,95.28%,85.65%,0.810)","68.7","21.5","156","Social Personality","578","Ingroup Antagonisms","","","","","PSF","PSF","","","",""
"000958d3-6e9d-4da8-9ddb-7424d2c2cee6","Ashanti law and constitution","( a ) Ahoya and ( b ) Nkyisem: These terms may perhaps be bracketed, as the words appear very often to be used synonymously. Ahoya means literally ‘something that makes the body feel sore’; Nkyisem, ‘words said behind the back’. You have a case against the person doing so, even if the words were true. 1 1 ‘The greater the truth the greater the libel.’ The person has said something against you without any good reason, something that has hurt you. If you swore an ‘oath’ and the case were taken before the Chief, you might not gain anything but the satisfaction of seeing the slanderer punished, perhaps even (in olden days) losing his head. If settled as an Efiesem, you will receive pata (conciliation money). 2 2 See p. 389.","Africa","Western Africa","horticulturalists","1929","416","Akan","fe12","p. 326","Rattray, R. S. (Robert Sutherland), 1881-1938","fe12-003","Informal in-Group Justice","627","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","578","Ingroup Antagonisms","627","Informal in-Group Justice","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"000bf140-8e7b-4698-8a81-9d11b95f1286","Dogon games","When a dispute arises between two children, one of them can propose doing “the ordeal of the binou”. For this purpose he takes, in his two open hands placed one against the other, a handful of dirt upon which one places a small piece of wood called binu . The two adversaries squat, one of them with his face above the two open hands resting on the ground (fig. 125, 252 cont. below). At this moment the dirt is thrown quickly into the bent face; if the victim makes as though he is going to protect himself with his hands he is considered to have lost. If not, when his turn comes he makes his adversary submit to the same test. If none of the two children has made a defensive gesture, it is the one who has the most dirt in his eyes that is declared the loser.","Africa","Western Africa","intensive agriculturalists","1938","241","Dogon","fa16","238","Griaule, Marcel, 1898-1956","fa16-013","Informal in-Group Justice","627","","","hsla(65.27,95.43%,81.29%,0.790)","15.06","-2.92","578","Ingroup Antagonisms","627","Informal in-Group Justice","","","","","PSF","","","","",""
"000ec3da-4d1d-4891-b80a-b7ab574399d3","Tiv economy","A woman occasionally refuses to give her husband yams. We know of two cases in which this has happened. In one the man forcibly took two yams from his wife and gave her a cuffing. He said that if his request had been unreasonable he would not have dared such a thing or she would have left him. In the other case, the head of a large compound (eighteen adult males) needed a large supply of yams to feed a group of people who were coming to his compound for a ritual and feast. He asked his own wives to give him a portion of the yams that would be needed. Each complied ungrudgingly. He then asked the other men in the compound (exclusive of his own sons, whose wives’ shares came from their mothers-in-law) to ask their wives for yams. The food was to be pooled and cooked publicly by all the women. One woman refused. The compound head told the husband that she could not refuse; the husband took the food and punished the recalcitrant wife. All the women of the compound agreed that she was wrong—on such an occasion she should have given her husband the yams required because the hospitality and the rite were for the benefit of the entire compound.","Africa","Western Africa","horticulturalists","1968","146","Tiv","ff57","133","Bohannan, Paul","ff57-032","Sanctions","681","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","244","Vegetable Production","431","Gift Giving","578","Ingroup Antagonisms","592","Household","EA (entire)","PSF","SCCS (entire)","PSF","",""
"0015c728-c4e6-46a6-9a10-e5b401222ffd","A Study of women's position among the Garo","After marriage, S was living in the family of B and 2 years after the marriage, a girl was born to the couple. The marital life of S and B was happy. But the relation of S with his mother-in-law was not good. The mother-in-law accused him of laziness and failing in his duty to maintain the family properly. Actually S tried his best to earn a decent income for the family. From this the quarrel grew, until the mother-in-law called her chra and asked S and B to separate. The chra supported her demand, because the matter mainly concerned her, and the chra also did not like that B’s mother should come again and again to them to complain against S. Ultimately S separated, though he continued to visit his wife and child occasionally. The separation took place 2½ years after the marriage. About 6 months after separation, the chra tried to bring in another husband for B and her mother. He was brought once to live with them, but he refused and went away.","Asia","South Asia","horticulturalists","1965","9","Garo","ar05","33","Goswami, M. C.","ar05-021","Sex and Marital Offenses","684","","","hsla(331.17,95.26%,84.95%,0.800)","26","91","578","Ingroup Antagonisms","606","Parents-in-Law and Children-in-Law","","","","","PSF","PSF","","","",""
"0016c1ff-99d1-43b2-a843-7c5e1e20576b","Primitive Polynesian economy","The question may be asked: Why does not an enterprising indiyidual then plant large quantities of the vacant land of others? Some of the restraining factors are the limitations of his own physical energy, his difficulty in mustering constantly large supplies of labour to assist him, his difficulty in accumulating a sufficiency of seed tops, and the competition of other planters. Of another type are such factors as social disapproval at his grabbing so much more than his normal area, and the repercussions of the chiefs' interpretation that he was intending to elevate himself at their expense. But again, to the Tikopia such a question would be without significance, for to them greatly increased production must be motivated by some definite ceremonial requirement, and they fail to see how excess accumulation can be utilized. Within their social system some sort of equilibrium has been established between production and social requirements, and they fail to appreciate the pressure of the abstract drive to economic gain which operates--or is said to operate--in our society. In the absence of a price mechanism to provide a common denominator of values, of a convenient store of wealth given by money, and of a wide range of objects for individual consumption, unlimited acquisition is debarred. The general social equilibrium and the specific organization are against it. Moreover, there is no socially recognized mechanism for the display of quantities of accumulated goods--as is offered, for example, in the Trobriands. The Tikopia are not without the desire to increase their wealth or to see that reciprocity is obtained for a gift. In some circumstances, as in the acquisition of European goods, they display a keenness which amounts even to greed. But this desire for acquisition operates within the sphere of their social values. Put another way it may be said that the particular code regulating their use of material goods inhibits to a considerable extent the profit motive per se and limits the extent of production.","Oceania","Polynesia","other subsistence combinations","1939","68","Tikopia","ot11","60","Firth, Raymond, 1901-2002","ot11-001","Social Control","626","","","hsla(242.33,95.25%,82.47%,0.840)","-12.29","168.83","152","Drives and Emotions","241","Tillage","626","Social Control","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"001a46d0-0eca-4a86-9485-877501890658","Dominance and defiance: a study of marital instability in an Islamic African society","The interesting points here for our purposes are first of all the very clear and legal conception of marital dissolution held by the Kanuri. The woman who runs away without a divorce and remarries has in effect broken the law. Only after a legal divorce can remarriage occur. Thus desertion by a spouse cannot sever the union until the divorce is formalized. Secondly, it should be noted that in Kanuri eyes men, not women, are dominantly responsible for marriage, including the woman’s side of the union. It is her luwali who is questioned when she remarried—for without his sanction the marriage could not have taken place. Indeed, in cases of illegal marriage by a runaway woman the judge will say, “Who is in charge of this woman’s marriage?—Who is the luwali? ” Thus even on the woman’s side men are responsible for her actions. In effect, then, she is more like a ward than a free adult citizen of the state.","Africa","Western Africa","intensive agriculturalists","1971","128","Kanuri","ms14","119","Cohen, Ronald","ms14-006","Sex and Marital Offenses","684","","","hsla(65.27,95.26%,81.71%,0.810)","11.8863","16.3918","429","Administration","584","Arranging a Marriage","684","Sex and Marital Offenses","","","PSF","","","","",""
"00226368-c2a5-4b31-97c8-347a67e42109","Traditions and institutions of the Santals","When a man and a woman run away to another country to live together, we call this an elopement. A woman who has a husband, or a related woman or girl, whom it is not permissible to marry, such ones they elope with, fearing the husband, or fearing to be outcasted.","Asia","South Asia","intensive agriculturalists","1942","91","Santal","aw42","82","Skrefsrud, Lars Olsen, 1840-1910","aw42-002","Sex and Marital Offenses","684","","","hsla(331.17,95.22%,78.26%,0.830)","23.5","87.17","684","Sex and Marital Offenses","","","","","","","PSF","PSF","","","",""
"0024b04a-9ac1-498b-be10-69154a2a16f2","Report on the Iban of Sarawak: Vol. 1: Iban social organization","154. Iban legal procedure is the reverse of formal, and even the most revered of tuai rumah is able to exert little control over the disputants. The hearing of a case is accepted as an occasion for the public expression of grievance and annoyance, and very often as many as six or seven persons--both judged and judging--will join in simultaneous vociferation for protracted periods. But, in course of time, feelings are assuaged or exhausted, and the panel of arbiters come to their decision. If their judgement be accepted, the fine is handed over to the tuai rumah for division. In the case of serious delicts, a fixed proportion of the fine must be paid to Government, otherwise it is handed over to the plaintiff, but only after the fees of the panel of arbiters have been deducted. These fees ( lantan ) vary from case to case; but they may comprise anything from 10% to 50% of the total fine. However this seldom amounts to more than about $1 for each man involved, and frequently (when there are a number of arbiters) individual shares fall well below this figure. The various lantan paid to a tuai rumah , are the only kind of recompense which he receives in reward for his services.","Asia","Southeast Asia","horticulturalists","1955","58","Iban","oc06","49","Freeman, Derek","oc06-015","Execution of Justice","696","","","hsla(331.55,95.40%,84.37%,0.790)","2","113","693","Legal and Judicial Personnel","695","Trial Procedure","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"00263d52-a2a7-4a8c-8622-4a155c88fd62","Justice and judgment among the Tiv","‘My mother is ill, and I’ve called my lineage together to discuss her illness.’","Africa","Western Africa","horticulturalists","1968","215","Tiv","ff57","191","Bohannan, Paul","ff57-031","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","613","Lineages","627","Informal in-Group Justice","787","Revelation and Divination","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"002ae5ee-d9f6-4875-a63a-3a2f06921582","Dogon mottoes","It should be noted that no ritual offence had been committed as a result of this attitude. The rite retained all its effectiveness and the voluntary omission of tiges constituted a grave insult only to those subject to the powers invoked, not to the powers themselves (2) (2). We have been unable to determine whether this omission may have been intended to displease the specific powers, a displeasure which would turn back on the guilty ones. .","Africa","Western Africa","intensive agriculturalists","1941","130","Dogon","fa16","129","Ganay, Solange de","fa16-014","Informal in-Group Justice","627","","","hsla(65.27,95.43%,81.29%,0.790)","15.06","-2.92","578","Ingroup Antagonisms","627","Informal in-Group Justice","793","Priesthood","794","Congregations","PSF","","","","",""
"002df276-7500-4233-afad-8a081f578a55","Kapauku Papuans and their law","Comment: The case belongs here because its essence is bride price adjudication, rather than back payment of the debt.","Oceania","Melanesia","intensive agriculturalists","1958","164","Kapauku","oj29","164","Pospisil, Leopold J.","oj29-001","Sex and Marital Offenses","684","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","684","Sex and Marital Offenses","","","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"002e8b05-7187-482b-b89f-e6b5f00b4403","Place of 'oaths' in the constitutional set-up of Asante","An ‘oath’ is a cryptic reference to an event of importance - mainly tragic - in the history of a tribe. ‘Oaths’ are to be found in many tribes - Akan and non-Akan. The Gas and Ewes also have ‘oaths’ like Ga-hogba and Okaidea-Adeka, and Mekpo Atsiafume na wo respectively. ‘Oaths’ may have begun from the time when people lived in families. A calamity that befell the head of the family affected everybody. In time, people came to mention these calamities on very serious occasions. When the family set-up expanded into the village-system this institution expanded with it. The result was that a calamity to the family head became a calamity to the chief 11 11 R.S. Rattray, RELIGION AND ART IN ASHANTI (1927) 207. . Whenever this was mentioned, the chief had to enquire into the reason for the evocation of such painful memories.","Africa","Western Africa","horticulturalists","1989","5","Akan","fe12","[261]","Mensa-Bonsu, Henrietta J.","fe12-033","Social Control","626","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","113","Bibliographies in Sources","121","Theoretical Orientation","","","","","PSF","PSF","","","",""
"0031ef52-bda2-44fd-964e-875806577850","Dogon masks","Besides, as soon as the death occurs, through a hole pierced in the terrace of the dead man's house, they pass a millet stalk which rests on his chest. They make a goat's blood run along this stalk. The animal's carcass, thrown into the interior courtyard, is then consumed by the yona . These latter, after piercing a hole in the wall to make a passage-way for the corpse, scatter in the village in order to steal goats or sheep which they kill and take to the square near the dead man. He is covered with the skins, while the meat is transported to the house for another meal.","Africa","Western Africa","intensive agriculturalists","1938","338","Dogon","fa16","335","Griaule, Marcel, 1898-1956","fa16-008","Property Offenses","685","","","hsla(65.27,95.43%,81.29%,0.790)","15.06","-2.92","685","Property Offenses","766","Special Burial Practices and Funerals","","","","","PSF","","","","",""
"00390c26-7cd5-414a-8561-4255d5bd13fd","Religion and art in Ashanti","A good example, illustrating that true democracy existed under the ancient Ashanti constitution, is seen in the well-authenticated case where a King of Ashanti was himself impeached by means of this formula. The king had invoked the national taboo, in the cause of sanitation, ordering that every one must clean his compound. He himself, or those responsible, omitted to do so in the case of the precincts of the palace. One Kwaku Seku Otweafunu, i. e. Kwaku Seku, the corpse-dragger 2 2 i. e. of victims who had been killed or sacrificed. to the king, spoke the proscribed words against the king himself (Kwaku Dua I), for not causing his own compound to be cleaned. The case was heard and the king was fined ten pereguan of gold dust, i. e. £80; ‘he bought his head’ for this amount.","Africa","Western Africa","horticulturalists","1927","274","Akan","fe12","212","Rattray, R. S. (Robert Sutherland), 1881-1938","fe12-002","Religious Offenses","688","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","643","Chief Executive","672","Liability","784","Avoidance and Taboo","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"003ece3c-3a44-4d26-b1d3-5ef930a0430b","The customs of the Baganda","[A person caught robbing the crops at night was immediately speared, and thrown out with the stolen article tied about him, as a warning to passersby.] (15) If the owner of the crops chose, he might merely arrest him and force him to pay a large fine. If a robber proved unable to meet this he was enslaved. The village chief was always entitled to some considerable share of the fine. Should it be a case of enslaving, the owner had himself to pay a forfeit to the thief.","Africa","Eastern Africa","intensive agriculturalists","1934","131","Ganda","fk07","131","Kagwa, Apolo, Sir, 1864?-1927","fk07-008","Property Offenses","685","","","hsla(65.25,95.33%,83.89%,0.780)","0.33","32.5","685","Property Offenses","","","","","","","SRS","PSF","SRS","PSF","",""
"004341a7-2b4b-4e55-93c4-81079431bbc5","Ashanti law and constitution","A slave in Ashanti had the following remedies in the event of his being cruelly treated by his master. He could await an opportunity to run away. Trusted slaves made long journeys from home, trading for their master; a slave could run away and seek sanctuary by throwing himself on the mercy of a god (e.g. Dente), or the ' samanfo (ancestral spirits) at some Barim (mausoleum). He might ‘swear an oath’ that some other master must take him, in which case the new master would have to recompense the original owner. A recaptured runaway slave was not necessarily punished, but was generally ‘made to drink the gods, 1 1 See Ashanti, pp. 109–10. before the chief, that he would not run away again’.","Africa","Western Africa","horticulturalists","1929","58","Akan","fe12","41","Rattray, R. S. (Robert Sutherland), 1881-1938","fe12-003","Social Control","626","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","567","Slavery","626","Social Control","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"00434b51-710b-4379-8c54-1a6681a6bc50","The Bare'e-speaking Toradja of central Celebes (the East Toradja): first volume","Another more common form of the mesara’oe just described was the mopangaja or metima ; both words mean “to take, to collect.” This was done as follows.","Asia","Southeast Asia","horticulturalists","1950","356","Eastern Toraja","og11","342","Adriani, Nicolaus, 1865-1926","og11-002","Nonfulfillment of Obligations","686","","","hsla(331.55,95.37%,82.47%,0.840)","-2","121","522","Humor","539","Literary Texts","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"0045d0d4-4c83-43ed-a997-2ed8a6e17f3c","The Somali tribe","In this complex of norms, which thus were approved and noted, those concerning the wergild for murder, and thus for the injuries, are founded on the diya of one hundred she-camels in the Mussulman law; nor could they be formulated differently, since the entire document was addressed to the First Q[unknown]a[unknown]d[unknown]i of Mogadiscio, who was bound to apply Islamic Law, not only because of the duties of his office, but, moreover, he was the [unknown]s[unknown]ay[unknown]h Mu[unknown]hyi ad-d[unknown]in Mukarram, founder of a school of Mussulman law, which had become justly famous in Somalia and in the neighboring Islamic countries of East Africa ( 3 . Somalia, Vol. I, p. 209. ), and who, however, had in turn declared a table for the blood price in the city of Mogadiscio according to the customs accepted by him. And such a table, later published, differed in details from those that were the deliberations of the chiefs of the D[unknown]ar[unknown]od and Dir groups, which I translated above.","Africa","Eastern Africa","pastoralists","1964","81","Somali","mo04","80","Cerulli, Enrico","mo04-027","Sanctions","681","","","hsla(65.25,95.29%,85.65%,0.810)","4.778704","45.152856","671","Legal Norms","681","Sanctions","","","","","PSF","PSF","","","",""
"0046544e-7d47-470a-9ee0-51ce7ec79825","Words and the Dogon world","“Only good words are spoken in the tógu nà” (tógu nà-n[unknown] s`[unavailable]: [unknown]du s`[unavailable]:¸nu), and quarrels are banned entirely, since “seated words are spoken there.” The men chat quietly among themselves, recalling old ways, deploring today's hard times and its greater poverty because “European money is like the wind; it runs away quickly, whereas cowries brought greater profit.” Here, they give the youngest ones instruction and advice. Yet the tógu nà is also a tribunal where judgments are made about conflicts extending beyond the bounds of the collected family overseen by patriarchal authority. 130 130. A person perpetrating a scandal is judged differently according to whether or not he has attended a sígi. In the first instance, the “child of the sígi” is considered to be “of the order of the masks” and is under the jurisdiction of the Hogon or the elders. He is merely asked to pay a compensation of 21 cowries and to set them on an anthill after he is purified. A person who has not yet viewed a sígi is, on the contrary, associated with women and children and comes under the jurisdiction of the masks. The pùro ritual is performed in this case. Decisions can be passed down only during the day, never at night. If a problem arises during a meeting at nighttime, the discussion is put off until the next day, for it is essential to see the eyes and face of the one who passes down the judgment so that his words have a greater impact on the guilty person and his decision is more fully respected.","Africa","Western Africa","intensive agriculturalists","1986","483","Dogon","fa16","457","Calame-Griaule, Geneviève","fa16-010","Sanctions","681","","","hsla(65.27,95.43%,81.29%,0.790)","15.06","-2.92","521","Conversation","623","Community Councils","692","Judicial Authority","695","Trial Procedure","PSF","","","","",""
"004e5d75-9f19-4aa6-a6ee-14a10549ccf2","Structure and authority in a Bedouin tribe: the 'Aishabit of the Western Desert of Egypt","This was issued in four copies to the ’awaaqil , and all previous bonds are cancelled from this date and are no longer effective.","Africa","Northern Africa","pastoralists","1969","200","Libyan Bedouin","mt09","182","Obermeyer, Gerald Joseph, 1935-","mt09-001","Sanctions","681","","","hsla(65.34,95.25%,83.10%,0.760)","25.4132","30.5302","539","Literary Texts","571","Social Relationships and Groups","681","Sanctions","","","PSF","","","","",""
"004ea487-fd86-4277-bca5-034fa1f70385","The legend, myth and Code of Deganawidah and their significance to Iroquois cultural history","That the Code of Laws might have arisen without Deganaweda is possible but not likely. Tribal laws are largely customs in which the folk tend to participate. Since their primary sanction is public opinion, these societies are called “shame societies.” The Iroquois were such a society, and as Morgan stressed, their laws depended upon the will of the people. 68 Anthony F.C.Wallace, “The Dekanawadoh Myth Analyzed as the Record of a Revitalisation Movement,” Ethnohistory , v (1958), 118 - 130. Since the Code of Deganaweda included such ancient institutions as the exogamous clans, the council meetings, and the matriarchal family, all of which antedate the Code, 69 Grace S. Woodward, The Cherokee (Norman, Oklahoma, 1963), pp. 32-33. Deganaweda's contribution may well have been a re-synthesis of these customs and traditions expressing them effectively and calling for their extension and application to neighboring tribes under the assumption that such a union of all nations would bring peace to the world.","North America","Eastern Woodlands","horticulturalists","1966","54","Iroquois","nm09","[p.48]","Selden, Sherman Ward, 1921-","nm09-061","Social Control","626","","","hsla(21.37,95.31%,83.10%,0.760)","42.56","-77.53","113","Bibliographies in Sources","114","Reviews and Critiques","619","Tribe and Nation","626","Social Control","PSF","","","","",""
"0054112d-8912-4510-a0c6-de46c8da9aaf","Peoples of the Horn of Africa: Somali, Afar, and Saho","Most of the accounts of compensation payable for physical injury refer to sentences passed by Islamic qadis and reflect the interaction of the Shariah and Somali tribal custom ( her or testur ). Leaving aside for the moment the effects of Colonial Administration, it is important to realise that these often refer to procedure in urban centres, or within the tribe, where the qadi ’s word carries some authority. Between tribes, where the political aspect of torts becomes especially pronounced and important, the qadi ’s authority is constantly over-ridden by that of the tribal chief. In either case, however, the form of compensation is similar although the amount varies from tribe to tribe. 74 Cf. Cucinotta, op. cit., p. 39. Ferrand gives the following scale of compensation between two secondary sections, apparently of the Esa 75 Ferrand, 1903, p. 196. The generic term for compensation is mag . :","Africa","Eastern Africa","pastoralists","1955","108","Somali","mo04","109","Lewis, I. M.","mo04-001","Offenses Against the Person","683","","","hsla(65.25,95.29%,85.65%,0.810)","4.778704","45.152856","683","Offenses Against the Person","","","","","","","EA (partial)","PSF","SCCS (entire)","PSF","",""
"005c2e41-be78-4063-b9da-c63ca6371f11","Kapauku Papuans and their law","Case 2 .","Oceania","Melanesia","intensive agriculturalists","1958","147","Kapauku","oj29","147","Pospisil, Leopold J.","oj29-001","Offenses Against Life","682","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","628","Inter-Community Relations","682","Offenses Against Life","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"0060b4a9-0d78-4a09-b950-3a0882dfbd3a","Akiga's story: the Tiv tribe as seen by one of its members","“If any evil thing should occur, the elder brother gets up and stands in the centre of the village after dark, at the time when people sit together. He calls to his younger brother at the other end. Every one else stops talking, and a great hush falls on the homestead, as though not a soul were there. For instance, if an akiki ( 2 . P. 257. ) has been uttering its cries near the village by night, Iju, the elder brother, calls to Ityovenda, the younger, and asks, ‘Is Ityovenda there?’","Africa","Western Africa","horticulturalists","1939","505","Tiv","ff57","343 [2]","Akiga","ff57-001","Informal in-Group Justice","627","","","hsla(65.27,95.38%,77.30%,0.780)","7.25","9","627","Informal in-Group Justice","754","Sorcery","","","","","EA (entire)","PSF","SCCS (entire)","PSF","",""
"0063a2eb-a6b8-4518-af91-845b8bbe945d","Rengsanggri: family and kinship in a Garo village","Saljing called a meeting of the relatives both of Mingcheng and of Nengji and Wilson, and they all assembled in Nengji’s house one evening. The men sat to the back of the fireplace, where men always sit on public occasions, while women crowded around the front. Everybody chatted amiably until Wilson began to tell his story, whereupon they all quieted down to listen attentively. Squatting beside the fireplace, Wilson told what Mingcheng had said and how it had temporarily caused misunderstanding between himself and his wife. Mingcheng then came back to the rear of the house and as Wilson had done, squatting down by the fireplace, calmly told his side of the story. He did not try to deny what he had said, but simply tried to make it clear that he intended it only as a joke. Next, and last, Nengji spoke. I never saw a Garo witness look nervous, and Nengji spoke out without apparent shyness or hesitation in spite of the fact that about twenty men, mostly a good deal older than she, were listening carefully to all that she said, and that her honor was to some extent at stake. Nengji corroborated Wilson’s story, and when the sordar asked if Mingcheng’s statement had angered her, she said yes. A rumble of assent arose from the men who were sitting about her, indicating their view that of course she would be upset by such a statement. The tenor of the meeting was entirely friendly. Relatives of both parties sat in the same circle, and far from assuming any threatening attitude, they seemed united in their desire to settle the dispute of these young people rationally and permanently. Everyone listened attentively, but one man or another occasionally interrupted to ask a question, and others would mutter agreement when a point was made. The sordar unmistakably presided. He did much of the questioning, and once or twice he even suggested that the others should quiet down so that the witnesses could be heard; but he was hardly autocratic, and several times he leaned toward people around him, saying “Don’t you think so?” or “Would that be proper?” His role was to guide the discussion and encourage the group to reach a consensus, which he could then summarize as the decision of the court.","Asia","South Asia","horticulturalists","1963","262","Garo","ar05","246","Burling, Robbins, 1926-","ar05-001","Offenses Against the Person","683","","","hsla(331.17,95.26%,84.95%,0.800)","26","91","683","Offenses Against the Person","695","Trial Procedure","","","","","SCCS (entire)","PSF","PSF","","",""
"0064e6e3-ecce-4168-bacd-e45139c480ed","The proverb in the context of Akan rhetoric: a theory of proverb praxis","No. 63","Africa","Western Africa","horticulturalists","1989","237","Akan","fe12","237","Yankah, Kwesi","fe12-055","Property Offenses","685","","","hsla(65.27,95.38%,82.20%,0.830)","7","-1.5","5310","Verbal Arts","613","Lineages","","","","","PSF","PSF","","","",""
"00650b2e-8542-4f96-b3c3-817b5b03fa32","Philippine pagans: the autobiographies of three Ifugaos","That’s not the question at all! The question is, Should you live and my brother be dead?","Asia","Southeast Asia","intensive agriculturalists","1938","219","Ifugao","oa19","182","Barton, Roy Franklin, 1883-1947","oa19-013","Offenses Against Life","682","","","hsla(331.55,95.43%,80.75%,0.760)","16.83","121.17","682","Offenses Against Life","","","","","","","PSF","PSF","","","",""
"006a94c2-5c86-42dd-8173-a002ef6e7404","The Kuna gathering: contemporary village politics in Panama","Case 10.11 A young married man came home from the forest one day to find that his wife had gone off to the river with other women, leaving him to pull up his canoe and unload it unassisted. They quarreled when she returned, prompting village adjudication. They were both admonished not to quarrel and the woman to meet her husband’s canoe, but neither was punished.","Middle America and the Caribbean","Central America","horticulturalists","1986","245","Kuna","sb05","229","Howe, James, 1944-","sb05-036","Informal in-Group Justice","627","","","hsla(274.28,95.42%,84.95%,0.800)","9.25","-78.5","562","Gender Status","593","Family Relationships","","","","","PSF","PSF","","","",""
"007b2b8b-2573-40cf-9d9c-da7059b608d4","Primitive Polynesian economy","There are several possible ways of acting by an owner who discovers that some of his property has been stolen. The immediate reaction is usually to shriek loudly in the formal Tikopia prolonged cry of “ Iefu! ” This is repeated several times, and is often accompanied by furiously beating the housethatch with a spear or a stick. The commotion brings up a crowd of people, who inquire the reason, and on hearing it, proffer sympathy and suggestions as to who may have been the culprit; who has been seen carrying a similar article; who refused to say what he was doing at a particular spot, etc. This acts as a public proclamation of the theft, and may assist in the discovery of the person respousible.","Oceania","Polynesia","other subsistence combinations","1939","282","Tikopia","ot11","268","Firth, Raymond, 1901-2002","ot11-001","Property Offenses","685","","","hsla(242.33,95.25%,82.47%,0.840)","-12.29","168.83","685","Property Offenses","","","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"007d9273-425d-47e2-baa5-89af5c907d6e","Kapauku Papuans and their law","Outcome: The inhabitants of that village refused to pay indemnity. The expedition party caught a pig that belonged to the first paternal parallel cousin of the culprit, bound it, and carried it away. The Goo people started a fight with sticks but were chased away. Awi, after having killed the pig, distributed some meat to his helpers and sold other pieces for cowry shells. The pig taken in the exchange was much heavier than the stolen one.","Oceania","Melanesia","intensive agriculturalists","1958","193","Kapauku","oj29","193","Pospisil, Leopold J.","oj29-001","Property Offenses","685","","","hsla(242.29,95.34%,79.43%,0.760)","-4","136","579","Brawls, Riots, and Banditry","685","Property Offenses","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
"007dbc32-76c5-4ca7-ac3a-f494597ff232","Crime and custom in savage society","These considerations show clearly how difficult it is to draw a line between the quasi-legal and quasicriminal applications of sorcery. The ‘criminal’ aspect of law in savage communities is perhaps even vaguer than the ‘civil’ one, the idea of ‘justice’ in our sense hardly applicable and the means of restoring a disturbed tribal equilibrium slow and cumbersome.","Oceania","Melanesia","other subsistence combinations","1926","107","Trobriands","ol06","94","Malinowski, Bronislaw, 1884-1942","ol06-004","Social Control","626","","","hsla(242.29,95.32%,84.37%,0.790)","-8.54","151.01","626","Social Control","754","Sorcery","","","","","SCCS (entire)","PSF","EA (entire)","PSF","",""
