uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
59dccd19-eda8-4946-81b6-fdc048e8c582,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,146,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"123,648,687,695,696,787",https://ehrafworldcultures.yale.edu/sres/59dccd19-eda8-4946-81b6-fdc048e8c582
cda85477-18ac-4b4b-a66f-7029c5cba5c8,"Reichel-Dolmatoff, Gerardo",Culture summary: Kogi,1997,5,Manuscript,Kogi,South America,Northwestern South America,horticulturalists,,"578,626,681,764",https://ehrafworldcultures.yale.edu/sres/cda85477-18ac-4b4b-a66f-7029c5cba5c8
8ab3b1df-4b23-497c-96b6-daa807fea099,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,141,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"593,606,609,626,672,673,683,684,685,687,688,689,694,753,762,783,787,793,833",https://ehrafworldcultures.yale.edu/sres/8ab3b1df-4b23-497c-96b6-daa807fea099
1188e43e-2fcf-44f2-bb88-d72684a0c8a9,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,121,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"627,653,681",https://ehrafworldcultures.yale.edu/sres/1188e43e-2fcf-44f2-bb88-d72684a0c8a9
94763558-6651-4cbc-b986-d50c9f5b3f79,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,144,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"622,692,696,793",https://ehrafworldcultures.yale.edu/sres/94763558-6651-4cbc-b986-d50c9f5b3f79
81ff83d6-903f-4a7c-ad0f-4dae1d25d2c5,"Reichel-Dolmatoff, Gerardo","The Great Mother and the Kogi universe: a concise
         overview",1987,107,Journal Article,Kogi,South America,Northwestern South America,horticulturalists,,"626,776",https://ehrafworldcultures.yale.edu/sres/81ff83d6-903f-4a7c-ad0f-4dae1d25d2c5
00ffee5e-85ff-4623-8d09-37f3ac501145,"Reichel-Dolmatoff, Gerardo",Some Kogi models of the beyond,1984,84,Journal Article,Kogi,South America,Northwestern South America,horticulturalists,,"554,614,621,626,772,775,780,793",https://ehrafworldcultures.yale.edu/sres/00ffee5e-85ff-4623-8d09-37f3ac501145
5c8c8350-549b-43de-8716-80e7b86f47b9,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 2",1951,141,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"241,626,754,793,796",https://ehrafworldcultures.yale.edu/sres/5c8c8350-549b-43de-8716-80e7b86f47b9
8faa5e26-b220-43bf-8826-437f56e327e4,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,74,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"158,261,276,562,626,785,831,881",https://ehrafworldcultures.yale.edu/sres/8faa5e26-b220-43bf-8826-437f56e327e4
3bfce0e0-ac8a-40ad-9487-6bfdc65ecafd,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,147,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"622,626,651,793",https://ehrafworldcultures.yale.edu/sres/3bfce0e0-ac8a-40ad-9487-6bfdc65ecafd
7f10b578-9bad-4b1f-ac7f-7f8df92624d4,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,205,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"162,177,183,551,582,588,614,626,784,789,793",https://ehrafworldcultures.yale.edu/sres/7f10b578-9bad-4b1f-ac7f-7f8df92624d4
2fde9eba-5557-425e-9cc1-b40b9cded842,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,206,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"162,177,183,562,582,586,588,614,626,771,793",https://ehrafworldcultures.yale.edu/sres/2fde9eba-5557-425e-9cc1-b40b9cded842
906cc40d-5913-436d-8325-a82cfbe049e2,"Reichel-Dolmatoff, Gerardo",Training for the priesthood among the Kogi of Colombia,1976,271,Essay,Kogi,South America,Northwestern South America,horticulturalists,,"152,577,626,753,771,783",https://ehrafworldcultures.yale.edu/sres/906cc40d-5913-436d-8325-a82cfbe049e2
4e1fc6d8-3d3d-46b2-826e-a76d1fc4d2fe,"Reichel-Dolmatoff, Gerardo",Culture summary: Kogi,1997,5,Manuscript,Kogi,South America,Northwestern South America,horticulturalists,,"622,623,627,692,793",https://ehrafworldcultures.yale.edu/sres/4e1fc6d8-3d3d-46b2-826e-a76d1fc4d2fe
1d91597d-703a-4b15-b379-c748773ba20d,"Reichel-Dolmatoff, Gerardo","The Kogi: a tribe of the Sierra Nevada de Santa Marta,
         Colombia. Vol. 1",1949,70,"Component part(s), monograph",Kogi,South America,Northwestern South America,horticulturalists,,"533,537,538,554,627,869",https://ehrafworldcultures.yale.edu/sres/1d91597d-703a-4b15-b379-c748773ba20d
