uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
88a2fdb9-eeeb-4c95-ab47-3104e1b07f39,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,103,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,683,692,694,695,696",https://ehrafworldcultures.yale.edu/sres/88a2fdb9-eeeb-4c95-ab47-3104e1b07f39
74ce483a-f0ec-40d0-9943-538b832692da,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,104,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,683,694,695,696",https://ehrafworldcultures.yale.edu/sres/74ce483a-f0ec-40d0-9943-538b832692da
da208a5b-82fc-4367-b55f-a910877aab01,"Geertz, Armin W., 1948-","Children of cottonwood: piety and ceremonialism in Hopi Indian
         puppetry",1987,118,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"273,578,625,626,627,642,674,860",https://ehrafworldcultures.yale.edu/sres/da208a5b-82fc-4367-b55f-a910877aab01
1dd5d5d0-0e2d-4ca2-9986-b1bdb92874f8,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,19,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"575,614,619,621,626,627,796",https://ehrafworldcultures.yale.edu/sres/1dd5d5d0-0e2d-4ca2-9986-b1bdb92874f8
d6450420-cb46-405e-8cdd-25c94959ab0b,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,100,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"152,183,578,626,627",https://ehrafworldcultures.yale.edu/sres/d6450420-cb46-405e-8cdd-25c94959ab0b
40ea026f-9836-4ecf-b2d0-fd00b858405e,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,101,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,614,626,627",https://ehrafworldcultures.yale.edu/sres/40ea026f-9836-4ecf-b2d0-fd00b858405e
769fbad9-7c1f-4f5f-9ba7-3515cac3befe,"Eggan, Frederick Russell, 1906-",Social organization of the Western Pueblos,1950,108,"Component part(s), monograph",Hopi,North America,Southwest and Basin,intensive agriculturalists,,"178,575,614,624,626,627,775,825",https://ehrafworldcultures.yale.edu/sres/769fbad9-7c1f-4f5f-9ba7-3515cac3befe
cd2c2d7f-f356-4966-9822-b022b078804f,"Titiev, Mischa, 1901-","Old Oraibi: a study of the Hopi Indians of the Third
         Mesa",1971,p.65,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"178,411,476,575,624,626,627,701,721,794",https://ehrafworldcultures.yale.edu/sres/cd2c2d7f-f356-4966-9822-b022b078804f
dc0ba1c5-dacd-4dba-a8d3-f13ba4c278b3,"Talayesva, Don C., 1890-",Sun chief: the autobiography of a Hopi Indian,1942,14,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"105,578,621,622,623,624,626,671,680,692",https://ehrafworldcultures.yale.edu/sres/dc0ba1c5-dacd-4dba-a8d3-f13ba4c278b3
9841f37f-8563-4f97-bb68-e913c936affd,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,105,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"626,683,695",https://ehrafworldcultures.yale.edu/sres/9841f37f-8563-4f97-bb68-e913c936affd
29ff65ab-a26a-4869-b52a-dd3fa9cf2133,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,106,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"626,682",https://ehrafworldcultures.yale.edu/sres/29ff65ab-a26a-4869-b52a-dd3fa9cf2133
c359b2cb-e1e8-4c9c-b35d-8867d4c6648b,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,107,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"626,665,683",https://ehrafworldcultures.yale.edu/sres/c359b2cb-e1e8-4c9c-b35d-8867d4c6648b
9ee1e5d4-6254-4aed-bd48-e8653410e769,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,110,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"626,681,683,695",https://ehrafworldcultures.yale.edu/sres/9ee1e5d4-6254-4aed-bd48-e8653410e769
da34279d-c09f-453b-acef-a65d1c0c0702,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,111,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"609,626,671,683",https://ehrafworldcultures.yale.edu/sres/da34279d-c09f-453b-acef-a65d1c0c0702
f0b1f00b-062b-47c6-8eda-d34b94b604cb,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,122,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"554,625,626,683,754,777",https://ehrafworldcultures.yale.edu/sres/f0b1f00b-062b-47c6-8eda-d34b94b604cb
56f8aacc-2a78-4e69-a20c-c2d552a1b693,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,125,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"626,688",https://ehrafworldcultures.yale.edu/sres/56f8aacc-2a78-4e69-a20c-c2d552a1b693
1f18d54a-e154-4e3f-be0e-6b319df4cdcf,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,125,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"121,556,626,688",https://ehrafworldcultures.yale.edu/sres/1f18d54a-e154-4e3f-be0e-6b319df4cdcf
849b5580-d039-4550-a1d9-f1e9eb804c28,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,126,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,626,688,754",https://ehrafworldcultures.yale.edu/sres/849b5580-d039-4550-a1d9-f1e9eb804c28
c89bd14a-3bec-4f95-8607-87a05d06335e,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,155,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,626,671,685",https://ehrafworldcultures.yale.edu/sres/c89bd14a-3bec-4f95-8607-87a05d06335e
c72e6b04-e6f7-469e-bc24-3b0da49faeb9,"Dennis, Wayne, 1905-1976",The Hopi child,1940,18,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"183,626,684,836,837",https://ehrafworldcultures.yale.edu/sres/c72e6b04-e6f7-469e-bc24-3b0da49faeb9
41d547b3-3646-4ff5-b71b-0c98fdf73d52,"Beaglehole, Ernest, 1906-1965",Notes on Hopi economic life,1937,11,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"426,626,685",https://ehrafworldcultures.yale.edu/sres/41d547b3-3646-4ff5-b71b-0c98fdf73d52
a320b2f3-efec-4b02-b450-73490577c8bf,"Beaglehole, Ernest, 1906-1965",Notes on Hopi economic life,1937,12,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"178,626,685",https://ehrafworldcultures.yale.edu/sres/a320b2f3-efec-4b02-b450-73490577c8bf
6bfa9ba7-d3b2-4177-835d-a240b2bcf3c8,"Titiev, Mischa, 1901-",The Hopi Indians of Old Oraibi: change and continuity,1972,185,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"273,627,689,829",https://ehrafworldcultures.yale.edu/sres/6bfa9ba7-d3b2-4177-835d-a240b2bcf3c8
71e2d338-a67c-4221-92a8-00fbcd4abb6a,"Titiev, Mischa, 1901-",The Hopi Indians of Old Oraibi: change and continuity,1972,185,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"273,627,689,829",https://ehrafworldcultures.yale.edu/sres/71e2d338-a67c-4221-92a8-00fbcd4abb6a
14ba014e-5c9c-451f-b14e-8870d12f0467,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,74,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,627,671,685",https://ehrafworldcultures.yale.edu/sres/14ba014e-5c9c-451f-b14e-8870d12f0467
d2d3ebec-7035-4223-b455-4ad08f2adcc3,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,75,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"578,622,627,657,671,685",https://ehrafworldcultures.yale.edu/sres/d2d3ebec-7035-4223-b455-4ad08f2adcc3
6c83b550-1897-4924-adbe-77b1a14cbc98,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,76,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"627,671,685",https://ehrafworldcultures.yale.edu/sres/6c83b550-1897-4924-adbe-77b1a14cbc98
0177f56e-7b51-481f-be2d-ad6a8982a59c,"Cox, Bruce Alden",Law and conflict management among the Hopi,1969,85,Monograph,Hopi,North America,Southwest and Basin,intensive agriculturalists,,"178,622,627,671,685",https://ehrafworldcultures.yale.edu/sres/0177f56e-7b51-481f-be2d-ad6a8982a59c
