uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
7508a72a-9cc7-4e77-a488-f68c074cdc19,"Damas, David",The Copper Eskimo,1972,36,Essay,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"177,625,626,682,692,696",https://ehrafworldcultures.yale.edu/sres/7508a72a-9cc7-4e77-a488-f68c074cdc19
d3f118eb-a948-4c7f-8e72-afe17ad14c91,"De Coccola, Raymond, 1912-","The incredible Eskimo: life among the barren land
         Eskimo",1986,164,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"627,682,696",https://ehrafworldcultures.yale.edu/sres/d3f118eb-a948-4c7f-8e72-afe17ad14c91
b8d62e76-1b6c-48e6-afaf-2a175ca13fde,"De Coccola, Raymond, 1912-","The incredible Eskimo: life among the barren land
         Eskimo",1986,164,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"627,682,696",https://ehrafworldcultures.yale.edu/sres/b8d62e76-1b6c-48e6-afaf-2a175ca13fde
22cbaa6b-5fd0-4681-9120-e943b61c6a71,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,48,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"627,682,696",https://ehrafworldcultures.yale.edu/sres/22cbaa6b-5fd0-4681-9120-e943b61c6a71
c67dab2c-fe6b-4520-9f20-f31d97415ac7,"Condon, Richard G. (Richard Guy)","Inuit behavior and seasonal change in the Canadian
         Arctic",1983,168,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"626,627,682",https://ehrafworldcultures.yale.edu/sres/c67dab2c-fe6b-4520-9f20-f31d97415ac7
d1ddfc72-ec7a-485c-a1f9-2daa02eaaf1b,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,61,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"114,123,627,696",https://ehrafworldcultures.yale.edu/sres/d1ddfc72-ec7a-485c-a1f9-2daa02eaaf1b
c001a952-cd1f-4346-adb1-dc5edfac76a9,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,61,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"114,123,627,696",https://ehrafworldcultures.yale.edu/sres/c001a952-cd1f-4346-adb1-dc5edfac76a9
ceb6c025-eb6e-4df8-a19a-61c65ade8ca4,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,61,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"114,123,627,696",https://ehrafworldcultures.yale.edu/sres/ceb6c025-eb6e-4df8-a19a-61c65ade8ca4
79748e1c-ef57-4c74-8160-9e857f6676b9,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,47,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"583,682,696",https://ehrafworldcultures.yale.edu/sres/79748e1c-ef57-4c74-8160-9e857f6676b9
83817bb0-3019-4ed1-a63e-451e74de7bf0,"Pryde, Duncan, 1937-","Nunaga: my land, my country",1972,48,Monograph,Copper Inuit,North America,Arctic and Subarctic,hunter-gatherers,,"682,696",https://ehrafworldcultures.yale.edu/sres/83817bb0-3019-4ed1-a63e-451e74de7bf0
