uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
831e90de-e103-4aa0-91d9-c67cb4a281c0,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,47,Monograph,Kurds,Middle East,Middle East,pastoralists,,"683,686,689,691,696",https://ehrafworldcultures.yale.edu/sres/831e90de-e103-4aa0-91d9-c67cb4a281c0
a5d760c1-0db6-4581-bf4e-50d411a37af2,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,185,Monograph,Kurds,Middle East,Middle East,pastoralists,,"583,584,622,628,684,696",https://ehrafworldcultures.yale.edu/sres/a5d760c1-0db6-4581-bf4e-50d411a37af2
49a79a44-8378-43fa-83c1-d668099b4823,"Barth, Fredrik","Principles of social organization in southern
         Kurdistan",1953,77,Monograph,Kurds,Middle East,Middle East,pastoralists,,"621,626,682",https://ehrafworldcultures.yale.edu/sres/49a79a44-8378-43fa-83c1-d668099b4823
a165a4a9-d44f-4b62-9dad-f7d5600ea8c4,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,55,Monograph,Kurds,Middle East,Middle East,pastoralists,,"411,570,579,625,627,674,682,692",https://ehrafworldcultures.yale.edu/sres/a165a4a9-d44f-4b62-9dad-f7d5600ea8c4
2886805f-e3c5-41b6-a99a-eea862afdb14,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,272,Monograph,Kurds,Middle East,Middle East,pastoralists,,"585,586,587,627,684",https://ehrafworldcultures.yale.edu/sres/2886805f-e3c5-41b6-a99a-eea862afdb14
270da0ee-72a7-4e06-bac6-c72f923868eb,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,203,Monograph,Kurds,Middle East,Middle East,pastoralists,,"431,565,571,626,647,875",https://ehrafworldcultures.yale.edu/sres/270da0ee-72a7-4e06-bac6-c72f923868eb
37628b1f-32fd-4d44-9c4e-f5be1a41ed1d,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,53,Monograph,Kurds,Middle East,Middle East,pastoralists,,"186,265,272,273,361,517,524,548,627,701,703",https://ehrafworldcultures.yale.edu/sres/37628b1f-32fd-4d44-9c4e-f5be1a41ed1d
f069b4be-4f33-4fcf-a07f-cf2abf4eb52b,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,56,Monograph,Kurds,Middle East,Middle East,pastoralists,,"554,556,574,622,627",https://ehrafworldcultures.yale.edu/sres/f069b4be-4f33-4fcf-a07f-cf2abf4eb52b
0845079a-0a50-4b03-b525-56c396e88915,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,168,Monograph,Kurds,Middle East,Middle East,pastoralists,,"548,553,578,627,771,837",https://ehrafworldcultures.yale.edu/sres/0845079a-0a50-4b03-b525-56c396e88915
e0c0676b-750c-4cf0-add4-fe98684c1d5e,"Masters, William Murray","Rowanduz: a Kurdish administrative and mercantile
         center",1953,187,Monograph,Kurds,Middle East,Middle East,pastoralists,,"342,343,574,576,622,627,695",https://ehrafworldcultures.yale.edu/sres/e0c0676b-750c-4cf0-add4-fe98684c1d5e
