uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
882eb22a-8249-4583-93e3-dbeb862083d8,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,52,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"626,627",https://ehrafworldcultures.yale.edu/sres/882eb22a-8249-4583-93e3-dbeb862083d8
cd8f1633-15ac-4f06-bb68-5501f921983b,"Pandya, Vishvajit",Culture summary: Andamans,1995,8,Manuscript,Andamans,Asia,South Asia,hunter-gatherers,,"578,626,685",https://ehrafworldcultures.yale.edu/sres/cd8f1633-15ac-4f06-bb68-5501f921983b
58319992-4fda-41dd-b4f1-ad8e3500dbde,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,48,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"152,578,627,682",https://ehrafworldcultures.yale.edu/sres/58319992-4fda-41dd-b4f1-ad8e3500dbde
f8f495e2-3378-4f15-b5fc-fccc47ea9d35,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,49,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"152,627,682",https://ehrafworldcultures.yale.edu/sres/f8f495e2-3378-4f15-b5fc-fccc47ea9d35
3dcfe83c-5e5b-46b4-9486-3c947aee29ab,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,50,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"627,684,685",https://ehrafworldcultures.yale.edu/sres/3dcfe83c-5e5b-46b4-9486-3c947aee29ab
03b59c2a-918b-48a8-850b-bf4401b3b7c2,"Cipriani, Lidio",The Andaman islanders,1966,15,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"143,626,826,842,845,847",https://ehrafworldcultures.yale.edu/sres/03b59c2a-918b-48a8-850b-bf4401b3b7c2
dfc6db1e-4d27-4445-bddd-37bfd8d5c122,"Mann, Rann Singh, 1936-",The Bay islander,1979,91,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"178,182,626",https://ehrafworldcultures.yale.edu/sres/dfc6db1e-4d27-4445-bddd-37bfd8d5c122
8859ec0a-1100-4566-9a07-b1436231a465,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,50,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"578,626",https://ehrafworldcultures.yale.edu/sres/8859ec0a-1100-4566-9a07-b1436231a465
3cfecd51-2cfb-4660-86b8-2ae7e6d5759b,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,50,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"578,626",https://ehrafworldcultures.yale.edu/sres/3cfecd51-2cfb-4660-86b8-2ae7e6d5759b
8d39db6d-e7f4-47a2-9352-dab7e2d36979,"Radcliffe-Brown, A. R. (Alfred Reginald),
         1881-1955",The Andaman islanders: a study in social anthropology,1922,50,Monograph,Andamans,Asia,South Asia,hunter-gatherers,,"183,626",https://ehrafworldcultures.yale.edu/sres/8d39db6d-e7f4-47a2-9352-dab7e2d36979
