uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
f906928f-b47c-4848-9827-b2b5ca22fb82,"Fried, Jacob",Ideal norms and social control in Tarahumara society,1951,-212-,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"626,681,695,696",https://ehrafworldcultures.yale.edu/sres/f906928f-b47c-4848-9827-b2b5ca22fb82
f1018e5a-d187-4245-90e6-fa0cdb35c48e,"Fried, Jacob",Ideal norms and social control in Tarahumara society,1951,-282-,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"125,682,696",https://ehrafworldcultures.yale.edu/sres/f1018e5a-d187-4245-90e6-fa0cdb35c48e
5a968059-9ffd-4e1f-b6ba-63aefa69cacb,"Merrill, William L.","Rarámuri souls: knowledge and social process in northern
         Mexico",1988,101,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"521,626,627",https://ehrafworldcultures.yale.edu/sres/5a968059-9ffd-4e1f-b6ba-63aefa69cacb
c9ba3c39-61f7-4aae-83af-8a455c27b0e0,"Merrill, William L.","Rarámuri souls: knowledge and social process in northern
         Mexico",1988,101,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"000,626,627",https://ehrafworldcultures.yale.edu/sres/c9ba3c39-61f7-4aae-83af-8a455c27b0e0
af99dbb3-3977-495f-90a9-2a2f288ddff9,"Fried, Jacob",Ideal norms and social control in Tarahumara society,1951,233,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"183,626,627,692,835",https://ehrafworldcultures.yale.edu/sres/af99dbb3-3977-495f-90a9-2a2f288ddff9
b1dcd407-9758-4fc5-ad34-4e89c71b67aa,"Kennedy, John G.","Tarahumara of the Sierra Madre: beer, ecology, and social
         organization",1978,202,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"578,626,684",https://ehrafworldcultures.yale.edu/sres/b1dcd407-9758-4fc5-ad34-4e89c71b67aa
3c5c541a-0e52-4e68-ba5e-b38480b2bcf6,"Bennett, Wendell Clark, 1905-1953",The Tarahumara: an Indian tribe of northern Mexico,1935,218,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"626,681",https://ehrafworldcultures.yale.edu/sres/3c5c541a-0e52-4e68-ba5e-b38480b2bcf6
8eb2c454-3a8a-491f-8ad4-397a4c9cc3e5,"Bennett, Wendell Clark, 1905-1953",The Tarahumara: an Indian tribe of northern Mexico,1935,332,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"626,681",https://ehrafworldcultures.yale.edu/sres/8eb2c454-3a8a-491f-8ad4-397a4c9cc3e5
7fa80f3e-ceb4-4ff3-b846-423c065e46a7,"Merrill, William L.","Rarámuri souls: knowledge and social process in northern
         Mexico",1988,101,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"577,626,681",https://ehrafworldcultures.yale.edu/sres/7fa80f3e-ceb4-4ff3-b846-423c065e46a7
2f789edb-0be8-4708-b810-afafc31fa568,"Merrill, William L.",Culture summary: Tarahumara,1997,6,Manuscript,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"626,681,692",https://ehrafworldcultures.yale.edu/sres/2f789edb-0be8-4708-b810-afafc31fa568
5b960a98-0410-4729-89eb-baee9deee5d5,"Fried, Jacob",Ideal norms and social control in Tarahumara society,1951,-157-,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"183,578,626,681",https://ehrafworldcultures.yale.edu/sres/5b960a98-0410-4729-89eb-baee9deee5d5
27e93c8a-d100-4915-8140-70e6d93e5a45,"Fried, Jacob",Ideal norms and social control in Tarahumara society,1951,-162-,Monograph,Tarahumara,Middle America and the Caribbean,Northern Mexico,agro-pastoralists,,"183,537,585,593,626,681,861",https://ehrafworldcultures.yale.edu/sres/27e93c8a-d100-4915-8140-70e6d93e5a45
