uuid,Primary_Author,Title,Published,Page,DocType,Culture,Region,Subregion,Subsistence,OCM,IDs,Permalink
43aacff2-71a1-48a1-b584-c848004f9f90,"Pospisil, Leopold J.","Structural change and primitive law: consequences of a Papuan
         legal case",1969,213,Essay,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"554,577,583,626,684,696",https://ehrafworldcultures.yale.edu/sres/43aacff2-71a1-48a1-b584-c848004f9f90
8ae4cae1-9bd6-4a1e-8195-2d243e8fbde1,"Gratton, Nancy",Culture summary: Kapauku,1998,7,Manuscript,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"622,626,627,681,692,695",https://ehrafworldcultures.yale.edu/sres/8ae4cae1-9bd6-4a1e-8195-2d243e8fbde1
2ba3c7b7-5fae-494a-b72b-3fd359e17c1c,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,165,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/2ba3c7b7-5fae-494a-b72b-3fd359e17c1c
a8804451-e8e7-4cd2-a7c8-aa41a7f55f44,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,165,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/a8804451-e8e7-4cd2-a7c8-aa41a7f55f44
cc6925f5-8c44-4c2e-9260-a06da3ef9a4d,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,165,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/cc6925f5-8c44-4c2e-9260-a06da3ef9a4d
1864eb33-581f-40f5-a194-6aa34c840bb2,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,165,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/1864eb33-581f-40f5-a194-6aa34c840bb2
9819d962-e995-4e46-b3e8-0cf5915bdcdd,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,166,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/9819d962-e995-4e46-b3e8-0cf5915bdcdd
9fc693ce-144e-4da8-b218-2573a528473a,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,166,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"177,684,696,835",https://ehrafworldcultures.yale.edu/sres/9fc693ce-144e-4da8-b218-2573a528473a
4244b582-334f-4cea-85be-5a23e5659524,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,190,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"685,696",https://ehrafworldcultures.yale.edu/sres/4244b582-334f-4cea-85be-5a23e5659524
02816509-09b3-45a5-9d3d-03288772f855,"Pospisil, Leopold J.",Kapauku Papuans and their law,1958,269,Monograph,Kapauku,Oceania,Melanesia,intensive agriculturalists,,"681,696",https://ehrafworldcultures.yale.edu/sres/02816509-09b3-45a5-9d3d-03288772f855
